University Admission year,Gender,Age,H.S.C passing year,Current Semester,Do you have meritorious scholarship ?,Do you use University transportation?,How many hour do you study daily?,How many times do you seat for study in a day?,What is your preferable learning mode?,Do you use smart phone?,Do you have personal Computer?,How many hour do you spent daily in social media?,Average attendance on class,Did you ever fall in probation?,Did you ever got suspension?,Do you attend in teacher consultancy for any kind of academical problems?,How many hour do you spent daily on your skill development?,Are you engaged with any co-curriculum activities?,With whom you are living with?,Do you have any health issues?,What was your previous SGPA?,Do you have any physical disabilities?,What is your current CGPA?,How many Credit did you have completed?,What is your monthly family income?,Status of your English language proficiency_Basic,Status of your English language proficiency_Intermediate,What is your relationship status?_Married,What is your relationship status?_Relationship,What is your relationship status?_Single,Creditos_Normalizados,Semestres_Reales,Semestres_Teoricos,Semestres_Extra
2022,1,20,2020,2,1,1,3,2,0,1,1,4,90,0,0,1,2,1,0,0,13.400,0,15.750,11,30000,False,True,False,False,True,17.145,4,1,3
2020,0,23,2018,7,0,1,3,2,0,1,1,4,40,1,1,1,2,1,0,0,12.000,0,12.000,70,60000,True,False,True,False,False,109.103,8,5,3
2020,1,23,2018,8,0,0,4,2,1,1,1,2,90,0,0,0,1,1,1,0,13.400,0,15.750,88,50000,False,True,False,False,True,137.159,8,7,1
2021,1,22,2020,4,1,1,4,2,0,1,1,2,90,0,0,0,2,1,0,0,10.800,0,13.750,35,40000,False,True,False,False,True,54.552,6,3,3
2019,1,22,2018,9,1,0,8,3,0,1,1,3,90,0,0,1,2,0,1,0,13.400,0,15.750,100,40000,False,True,False,False,True,155.862,10,7,3
2020,1,23,2018,8,1,1,5,3,0,0,1,2,5,1,0,1,2,1,1,0,13.400,0,15.750,88,12000,False,True,False,False,True,137.159,8,7,1
2021,1,21,2020,5,0,0,5,3,0,0,1,2,97,1,0,1,4,0,1,0,0.000,0,11.550,46,50000,False,True,False,False,True,71.697,6,4,2
2021,0,20,2020,5,0,1,2,3,0,1,1,3,80,0,0,0,3,0,0,1,8.750,1,12.550,50,50000,True,False,False,False,True,77.931,6,4,2
2020,0,22,2019,8,0,0,4,2,0,1,0,4,90,0,0,1,2,0,0,0,13.400,0,15.750,88,10000,False,True,False,False,True,137.159,8,7,1
2020,1,22,2018,8,0,0,2,2,0,1,1,4,90,1,0,0,0,0,1,0,13.400,0,15.750,88,50000,False,True,False,False,True,137.159,8,7,1
2022,0,22,2019,2,1,0,3,2,1,1,1,0,92,0,1,1,3,0,0,0,13.400,0,15.750,11,100000,True,False,False,False,True,17.145,4,1,3
2019,0,21,2018,8,0,0,6,3,1,1,1,2,100,0,0,0,1,1,1,1,13.400,0,15.750,88,30000,False,True,False,False,True,137.159,10,7,3
2020,0,21,2019,8,1,1,2,1,0,1,1,4,88,0,0,0,3,0,0,0,13.400,0,15.750,88,40000,True,False,False,False,True,137.159,8,7,1
2022,1,19,2020,1,1,1,1,1,0,1,1,6,95,0,0,0,1,1,0,0,13.400,0,15.750,0,50000,False,True,False,False,True,0.000,4,0,4
2020,0,20,2018,8,0,0,3,2,0,1,1,2,98,0,0,1,2,0,0,0,13.000,0,14.050,75,500000,False,False,False,False,True,116.897,8,6,2
2021,1,20,2020,4,1,0,7,2,0,1,1,1,90,0,0,0,9,0,1,0,16.650,0,17.500,33,40000,False,True,False,True,False,51.434,6,3,3
2021,1,24,2017,4,0,0,3,2,0,1,1,2,90,0,0,0,2,1,1,0,20.000,0,19.600,34,40000,False,True,False,True,False,52.993,6,3,3
2021,1,22,2020,2,1,1,6,3,0,1,1,2,100,0,0,1,3,1,0,0,16.250,0,16.250,11,30000,True,False,False,False,True,17.145,6,1,5
2019,1,22,2018,11,1,0,1,1,0,1,1,1,100,0,0,1,2,1,0,0,17.300,0,15.500,102,40000,True,False,False,False,True,158.979,10,8,2
2022,1,19,2020,2,1,0,1,2,0,1,1,2,85,0,0,0,1,0,1,0,18.650,0,18.650,11,20000,False,True,False,False,True,17.145,4,1,3
2014,1,26,2014,22,0,1,3,2,1,1,1,1,100,1,0,1,5,0,0,0,10.000,0,10.000,80,25000,True,False,False,False,True,124.690,20,6,14
2019,1,25,2017,11,1,1,2,1,0,1,1,5,80,0,0,1,2,1,1,0,18.900,0,17.800,132,20000,False,True,False,False,True,205.738,10,10,0
2017,1,24,2015,15,1,1,6,4,0,1,1,1,100,0,0,1,2,1,0,0,17.100,0,15.100,136,50000,False,True,False,False,True,211.972,14,10,4
2018,0,21,2017,14,0,0,4,5,1,1,1,5,95,1,0,1,1,0,1,1,17.500,0,16.000,122,15000,False,False,False,False,True,190.152,12,9,3
2022,1,21,2020,2,1,0,2,1,0,1,1,3,90,0,0,1,2,1,1,0,16.300,0,16.300,11,22000,False,True,False,False,True,17.145,4,1,3
2022,0,21,2020,2,1,1,2,2,0,1,1,2,70,1,0,0,1,0,0,0,19.500,0,19.000,12,25000,True,False,False,False,True,18.703,4,1,3
2019,0,21,2018,9,1,1,2,1,1,1,1,5,95,0,0,0,1,0,0,0,18.500,0,18.400,105,50000,False,True,False,False,True,163.655,10,8,2
2019,0,22,2018,11,0,0,3,2,0,1,1,3,100,0,0,0,2,0,1,0,19.100,0,18.250,78,30000,False,True,False,False,True,121.572,10,6,4
2019,0,21,2018,11,1,0,5,2,0,1,1,5,99,0,0,0,2,1,0,0,19.250,0,18.600,126,100000,False,False,False,False,True,196.386,10,9,1
2016,1,24,2016,18,0,1,2,2,0,1,1,3,95,1,0,1,3,1,1,0,15.500,0,14.200,133,20000,False,False,True,False,False,207.297,16,10,6
2022,0,20,2020,2,1,0,2,2,1,1,0,6,90,0,0,1,0,0,1,0,13.350,0,13.350,12,35000,False,True,False,False,True,18.703,4,1,3
2019,0,23,2017,9,0,1,3,2,0,1,1,1,80,0,0,0,1,0,1,0,19.100,0,18.000,84,30000,False,True,False,False,True,130.924,10,6,4
2022,1,20,2020,2,1,1,4,3,0,1,1,2,100,0,0,0,2,1,0,0,18.600,0,18.600,11,40000,True,False,False,False,True,17.145,4,1,3
2019,0,21,2018,10,0,1,2,1,0,1,1,2,90,0,0,1,1,0,0,0,17.550,0,17.800,125,40000,False,True,False,False,True,194.828,10,9,1
2020,1,22,2018,8,0,0,8,7,1,1,0,4,90,0,0,1,5,0,1,1,17.400,0,16.750,75,40000,False,True,False,False,True,116.897,8,6,2
2019,1,22,2018,11,0,0,3,2,0,1,1,20,90,0,0,1,1,0,1,0,13.250,0,14.950,121,50000,True,False,False,False,True,188.593,10,9,1
2019,1,22,2018,11,0,1,6,3,1,1,1,2,100,0,0,1,5,1,1,0,18.600,0,17.100,131,62488,False,True,False,True,False,204.179,10,10,0
2021,1,23,2018,2,1,0,3,2,1,1,0,3,85,1,0,1,1,0,1,0,9.800,0,9.800,11,62488,True,False,False,False,True,17.145,6,1,5
2019,0,23,2017,10,1,1,2,2,0,1,1,1,95,0,0,1,2,1,0,0,16.900,0,18.000,120,50000,False,False,True,False,False,187.034,10,9,1
2018,1,23,2017,14,0,1,7,2,1,1,1,2,80,1,0,0,2,1,0,0,14.000,0,14.000,130,18000,False,True,False,True,False,202.621,12,9,3
2019,0,21,2018,9,0,0,5,2,1,1,1,4,100,0,0,1,2,0,0,1,16.800,0,17.950,100,40000,False,True,False,False,True,155.862,10,7,3
2020,1,22,2028,8,0,0,2,2,0,1,1,4,85,0,0,1,1,0,1,0,16.650,0,15.500,80,62488,False,True,False,False,True,124.690,8,6,2
2017,1,25,2016,15,0,0,1,1,1,1,1,2,90,1,0,1,2,1,0,1,10.550,1,12.700,126,80000,False,True,False,False,True,196.386,14,9,5
2021,1,21,2020,4,0,0,1,1,0,1,1,6,52,0,0,1,1,0,0,1,14.150,0,15.250,37,20000,True,False,False,False,True,57.669,6,3,3
2021,1,21,2019,4,1,1,3,2,1,1,1,4,88,1,0,0,2,1,0,0,11.000,0,11.000,30,62488,False,True,False,False,True,46.759,6,3,3
2019,1,23,2018,11,0,1,6,3,0,1,1,6,98,0,0,1,3,1,0,0,16.000,0,16.100,110,50000,False,True,False,False,True,171.448,10,8,2
2019,1,26,2014,10,0,0,4,2,0,1,1,1,70,1,0,1,2,1,1,0,14.050,0,16.000,104,12000,False,True,False,False,True,162.097,10,8,2
2022,1,20,2020,2,0,0,5,3,0,0,1,2,100,0,0,0,5,1,1,0,17.400,0,17.400,11,20000,True,False,False,False,True,17.145,4,1,3
2022,0,20,2020,2,1,0,5,1,0,1,1,6,90,0,0,0,5,0,0,1,20.000,0,0.000,11,50000,False,True,False,False,True,17.145,4,1,3
2022,1,20,2020,1,1,1,2,7,0,1,1,6,100,1,0,0,4,0,0,0,20.000,0,20.000,14,62488,True,False,False,False,True,21.821,4,1,3
2019,1,23,2017,9,1,1,4,2,0,1,1,6,90,0,0,0,1,0,1,0,18.500,0,17.500,89,50000,False,True,False,False,True,138.717,10,7,3
2022,1,20,2020,1,1,1,3,1,0,1,0,6,100,0,0,1,0,1,0,0,0.000,0,0.000,11,25000,True,False,False,True,False,17.145,4,1,3
2022,0,21,2019,2,1,1,4,3,0,1,1,5,90,0,0,0,3,0,0,0,18.400,0,0.000,11,25000,False,True,False,False,True,17.145,4,1,3
2022,1,21,2020,1,1,0,5,2,0,1,1,2,95,0,0,0,2,0,1,0,16.500,0,16.500,11,50000,False,True,False,False,True,17.145,4,1,3
2018,1,22,2016,12,0,0,4,2,1,1,1,2,88,0,0,1,6,1,1,0,19.250,0,15.500,115,62488,False,True,False,False,True,179.241,12,8,4
2019,1,21,2018,11,1,0,2,2,1,1,1,3,90,0,0,1,5,0,1,0,20.000,0,18.900,120,50000,False,True,False,False,True,187.034,10,9,1
2018,0,24,2018,12,0,0,4,2,0,1,1,1,97,0,0,0,2,1,0,0,14.900,0,14.550,136,20000,False,True,False,False,True,211.972,12,10,2
2020,0,22,2018,8,1,1,5,3,0,1,1,15,100,0,0,0,4,1,0,0,18.200,0,18.750,88,34000,False,False,False,False,True,137.159,8,7,1
2022,0,19,2020,2,1,0,6,5,0,1,1,1,95,0,0,0,2,0,1,0,17.800,0,17.900,11,10000,False,True,False,False,True,17.145,4,1,3
2019,1,23,2018,11,0,1,1,1,0,1,1,2,65,0,0,1,1,0,0,0,8.400,0,15.500,120,30000,False,False,False,True,False,187.034,10,9,1
2022,1,20,2020,2,0,1,3,3,1,1,1,5,80,0,0,0,2,0,1,0,12.700,0,12.700,11,40000,True,False,False,False,True,17.145,4,1,3
2022,1,20,2020,2,0,0,7,3,0,1,1,1,95,0,0,0,1,0,1,0,19.500,0,19.500,11,50000,True,False,False,False,True,17.145,4,1,3
2019,0,22,2019,9,1,1,6,3,0,1,1,3,90,0,0,1,1,0,0,0,19.200,0,18.850,99,60000,True,False,False,False,True,154.303,10,7,3
2019,1,22,2018,10,1,1,1,2,0,1,1,1,70,0,0,1,6,1,1,1,18.400,0,16.950,117,16000,False,True,False,False,True,182.359,10,9,1
2018,0,23,2016,9,1,1,2,1,0,1,1,2,95,0,0,0,2,0,0,0,15.700,0,15.700,101,40000,False,False,False,False,True,157.421,12,7,5
2019,1,23,2018,11,0,0,4,2,0,1,1,4,95,0,0,1,1,0,1,0,18.450,0,16.150,125,30000,False,True,False,False,True,194.828,10,9,1
2017,1,26,2014,17,0,0,3,2,1,1,1,1,95,0,0,1,6,0,1,0,13.650,0,15.400,110,25000,False,True,False,False,True,171.448,14,8,6
2019,1,24,2018,11,0,0,2,2,1,1,1,1,80,0,0,0,4,0,1,0,17.400,0,15.000,123,62488,False,True,False,False,True,191.710,10,9,1
2022,1,20,2020,2,1,1,5,2,1,1,1,12,75,0,0,1,2,1,0,0,13.050,0,13.050,11,40000,False,True,False,False,True,17.145,4,1,3
2022,0,19,2020,1,0,0,7,2,0,1,1,2,100,0,0,1,2,1,1,0,0.000,0,0.000,0,70000,False,True,False,False,True,0.000,4,0,4
2018,1,23,2018,12,0,0,1,1,0,1,1,2,88,1,0,1,1,1,1,0,14.000,0,13.400,84,50000,False,True,False,False,True,130.924,12,6,6
2020,1,23,2019,7,0,0,1,3,0,1,1,1,90,1,0,1,2,0,1,0,7.600,0,10.750,70,36000,True,False,False,False,True,109.103,8,5,3
2020,1,22,2019,8,0,0,2,1,0,1,1,3,85,0,0,1,3,1,1,0,15.600,0,15.400,83,30000,False,True,False,False,True,129.366,8,6,2
2018,1,24,2017,12,0,0,5,2,0,1,1,1,90,0,0,1,3,0,0,0,18.400,0,16.650,118,20000,False,True,False,True,False,183.917,12,9,3
2019,1,24,2018,11,1,0,4,2,1,1,0,1,85,1,1,1,1,0,0,0,11.250,0,13.200,103,20000,False,True,False,False,True,160.538,10,8,2
2019,1,22,2018,11,1,0,1,2,1,1,1,1,90,0,0,1,1,0,0,0,17.500,0,17.150,126,100000,False,True,False,True,False,196.386,10,9,1
2022,0,20,2020,1,1,1,6,2,0,0,0,1,100,0,0,1,3,0,0,0,0.000,0,0.000,0,50000,True,False,False,False,True,0.000,4,0,4
2020,1,19,2019,8,1,0,2,1,1,1,1,1,90,0,0,0,2,0,1,0,16.800,0,18.600,88,20000,True,False,False,False,True,137.159,8,7,1
2022,1,20,2020,2,1,0,1,1,0,1,1,4,99,0,0,0,2,0,0,0,19.150,0,19.150,11,35000,False,True,False,False,True,17.145,4,1,3
2019,1,22,2018,10,0,1,4,2,1,1,1,1,90,0,0,1,4,0,0,0,9.900,0,14.900,104,25000,False,True,False,False,True,162.097,10,8,2
2021,0,19,2020,2,0,1,3,2,0,1,1,2,98,0,0,0,2,0,0,1,16.850,1,16.850,11,62488,False,True,False,False,True,17.145,6,1,5
2022,1,21,2021,1,1,1,3,2,1,1,1,3,88,0,0,1,1,1,0,0,15.750,0,15.750,11,62488,False,False,False,False,True,17.145,4,1,3
2022,1,19,2020,1,1,0,5,3,0,1,0,3,88,0,0,0,2,0,0,0,0.000,0,0.000,0,30000,True,False,False,False,True,0.000,4,0,4
2022,1,20,2021,1,1,1,1,1,0,1,1,1,100,0,0,0,2,1,0,0,0.000,0,0.000,0,150000,False,True,False,False,True,0.000,4,0,4
2022,0,20,2020,1,1,0,4,2,0,1,1,3,98,0,0,1,2,1,0,0,0.000,0,0.000,0,50000,False,True,False,False,True,0.000,4,0,4
2017,0,23,2016,14,0,0,3,2,1,1,1,3,90,0,0,1,2,0,0,0,13.950,0,14.200,133,30000,True,False,True,False,False,207.297,14,10,4
2021,1,21,2019,3,1,0,5,3,0,1,1,2,95,0,0,1,1,1,1,0,17.600,0,18.250,23,62488,False,True,False,False,True,35.848,6,2,4
2021,1,21,2020,3,1,1,1,2,1,1,1,2,90,0,0,1,1,0,0,0,19.250,0,18.950,35,35000,False,True,False,False,True,54.552,6,3,3
2019,0,23,2018,11,1,0,4,2,1,1,1,5,70,1,0,0,2,1,1,1,15.050,0,14.450,120,90000,False,False,True,False,False,187.034,10,9,1
2021,0,20,2020,3,1,0,3,2,0,1,1,2,90,0,0,1,3,0,0,0,15.900,0,15.900,24,80000,False,False,False,True,False,37.407,6,2,4
2021,1,19,2020,3,1,1,5,2,0,1,1,5,100,0,0,1,3,1,1,0,18.600,0,19.450,26,60000,False,True,False,False,True,40.524,6,2,4
2021,0,21,2020,5,1,1,3,2,1,1,0,10,70,0,0,1,3,0,0,1,14.000,0,14.500,40,500000,False,True,False,False,True,62.345,6,3,3
2021,1,21,2020,3,1,0,2,2,1,1,1,3,90,0,0,1,1,0,0,0,17.100,0,17.800,23,50000,True,False,False,False,True,35.848,6,2,4
2021,1,20,2020,4,1,0,3,2,0,1,1,3,85,0,0,0,2,0,1,0,12.450,0,15.150,25,40000,True,False,False,False,True,38.966,6,2,4
2021,0,19,2020,3,0,1,2,1,0,1,1,3,95,0,0,1,1,0,0,0,13.400,0,15.750,23,100000,False,True,False,False,True,35.848,6,2,4
2021,0,22,2017,5,1,1,3,2,0,1,1,2,90,0,0,1,1,0,0,1,19.300,0,18.350,49,20000,False,True,False,False,True,76.372,6,4,2
2022,1,20,2020,1,1,1,3,1,0,1,1,1,100,0,0,1,1,0,0,0,0.000,0,0.000,0,30000,False,False,False,False,True,0.000,4,0,4
2021,1,21,2020,5,1,1,6,3,1,1,1,2,90,0,0,0,3,1,0,0,19.100,0,18.500,55,50000,False,True,False,False,True,85.724,6,4,2
2021,1,21,2019,3,1,0,2,1,1,1,1,2,75,0,0,1,1,0,0,0,17.900,0,15.500,23,40000,False,True,False,False,True,35.848,6,2,4
2021,1,21,2020,5,0,0,5,2,0,1,1,2,98,0,0,1,2,0,1,0,12.850,0,14.000,45,30000,False,True,False,False,True,70.138,6,4,2
2021,1,22,2020,3,1,0,5,2,0,1,1,2,95,0,0,1,3,1,1,1,19.300,0,19.600,23,40000,False,False,False,False,True,35.848,6,2,4
2022,1,22,2019,2,0,0,3,1,0,1,1,3,80,0,0,1,1,1,1,0,20.000,0,20.000,11,40000,False,True,False,False,True,17.145,4,1,3
2022,0,20,2021,1,1,1,1,2,0,1,1,7,80,0,0,0,0,1,0,0,0.000,0,0.000,0,60000,False,True,False,False,True,0.000,4,0,4
2020,1,23,2018,6,0,0,1,2,1,1,1,2,90,1,0,0,1,1,1,0,15.500,0,17.000,65,40000,False,True,False,False,True,101.310,8,5,3
2022,0,21,2020,1,0,0,6,3,0,1,1,4,100,0,0,1,3,1,1,0,0.000,0,0.000,0,40000,False,False,False,False,True,0.000,4,0,4
2021,1,20,2020,3,1,0,1,2,0,1,1,1,95,0,0,1,2,0,0,1,18.400,0,18.250,24,45000,True,False,False,False,True,37.407,6,2,4
2022,0,21,2020,2,1,1,7,2,0,1,1,3,2,0,0,1,0,0,0,0,17.000,0,17.000,11,40000,True,False,False,False,True,17.145,4,1,3
2022,1,19,2020,1,1,0,8,2,0,1,1,2,100,0,0,1,1,1,1,0,0.000,0,0.000,0,10000,True,False,False,False,True,0.000,4,0,4
2021,1,20,2020,3,1,1,3,2,0,1,1,2,70,0,0,1,3,0,0,1,12.250,0,14.750,25,50000,False,False,False,False,True,38.966,6,2,4
2015,0,25,2015,14,0,1,2,1,0,1,1,3,80,1,0,1,1,0,0,0,12.000,0,14.450,130,62488,False,True,True,False,False,202.621,18,9,9
2021,0,20,2020,3,1,1,4,3,0,1,1,1,99,0,0,1,3,1,0,0,17.350,0,16.000,23,50000,False,True,True,False,False,35.848,6,2,4
2019,1,21,2018,11,0,1,2,1,0,1,1,1,87,0,0,0,1,0,1,0,12.650,0,15.250,115,37000,False,True,False,False,True,179.241,10,8,2
2021,0,23,2019,3,1,1,1,1,0,1,0,3,50,1,0,1,1,1,0,1,12.800,0,13.600,26,45000,True,False,False,False,True,40.524,6,2,4
2022,0,19,2020,1,0,0,4,2,0,1,1,3,100,0,0,0,1,1,0,0,0.000,0,0.000,0,100000,False,True,False,False,True,0.000,4,0,4
2020,1,20,2019,7,0,0,2,1,1,1,1,1,80,1,0,0,1,1,0,0,11.800,0,12.800,65,35000,True,False,False,False,True,101.310,8,5,3
2022,0,20,2020,1,0,0,2,1,0,0,1,1,100,0,0,1,1,1,1,0,0.000,0,0.000,0,400006,True,False,True,False,False,0.000,4,0,4
2022,1,21,2020,1,1,1,1,1,1,1,1,2,100,0,0,0,0,1,0,0,0.000,0,0.000,0,70000,False,True,False,False,True,0.000,4,0,4
2022,1,22,2020,1,1,1,4,1,0,1,1,2,100,1,1,1,2,0,1,0,13.400,1,15.750,11,20000,True,False,False,False,True,17.145,4,1,3
2021,0,20,2020,3,1,1,2,2,1,1,1,1,90,0,0,1,1,0,1,0,15.950,1,13.650,24,40000,False,True,False,False,True,37.407,6,2,4
2019,1,21,2019,3,0,0,2,2,1,1,1,1,88,1,1,1,1,0,1,1,10.550,1,10.650,25,30000,True,False,False,False,True,38.966,10,2,8
2019,0,22,2018,11,0,1,6,3,0,1,1,2,98,0,0,0,2,0,0,0,15.500,0,15.350,107,60000,True,False,False,False,True,166.772,10,8,2
2021,1,21,2020,3,1,0,4,2,0,1,1,5,95,0,0,0,2,1,1,0,16.400,0,15.000,25,70000,False,True,False,False,True,38.966,6,2,4
2022,0,21,2020,1,1,1,1,2,0,1,1,2,100,0,0,0,0,0,0,0,15.750,0,15.750,11,35000,True,False,False,False,True,17.145,4,1,3
2022,1,20,2020,2,1,0,5,2,0,1,1,3,90,0,0,1,1,1,1,0,18.000,0,18.000,14,10000,True,False,False,False,True,21.821,4,1,3
2021,0,21,2019,3,1,0,3,1,0,1,1,1,90,0,0,1,2,0,1,0,18.750,0,18.500,24,50000,False,True,False,False,True,37.407,6,2,4
2021,1,20,2020,4,0,0,1,1,1,1,1,3,90,0,0,0,2,1,0,0,19.250,0,19.600,34,40000,False,True,False,False,True,52.993,6,3,3
2021,0,20,2019,4,1,1,3,3,0,1,1,2,90,0,0,0,2,0,0,0,13.400,0,13.400,23,100000,True,False,False,False,True,35.848,6,2,4
2021,0,21,2020,2,1,0,3,2,1,1,1,1,99,0,0,1,3,0,1,0,15.900,0,15.900,11,62488,False,True,False,False,True,17.145,6,1,5
2019,0,24,2018,11,1,0,2,1,0,1,1,1,90,0,0,1,2,0,0,0,16.950,0,17.000,128,5000,False,True,True,False,False,199.503,10,9,1
2021,0,20,2020,4,0,0,4,1,1,1,1,4,100,0,0,1,2,0,1,1,14.900,0,16.900,25,60000,False,True,False,False,True,38.966,6,2,4
2021,0,21,2020,2,0,0,9,2,0,1,1,3,97,1,0,0,5,0,0,0,18.500,0,15.750,23,50000,False,True,False,False,True,35.848,6,2,4
2018,0,23,2017,14,0,1,1,2,0,1,1,2,80,1,0,1,2,0,0,0,16.250,0,14.750,130,40000,False,False,True,False,False,202.621,12,9,3
2021,1,19,2020,3,0,1,2,1,1,1,1,3,85,0,0,0,1,0,0,0,15.150,0,16.050,25,30000,True,False,False,False,True,38.966,6,2,4
2021,0,22,2020,5,0,0,2,2,0,1,1,3,95,0,0,0,1,0,1,0,15.500,0,15.900,48,50000,False,True,False,False,True,74.814,6,4,2
2022,0,21,2020,2,1,1,2,1,0,1,1,3,98,0,0,1,1,0,0,0,18.500,0,18.500,12,120000,False,True,False,False,True,18.703,4,1,3
2022,1,21,2020,2,1,1,9,2,0,1,1,6,70,1,0,1,4,1,0,0,20.000,0,20.000,12,30000,False,True,False,False,True,18.703,4,1,3
2021,1,19,2020,3,1,1,1,1,0,1,1,2,85,0,0,1,1,1,1,0,15.900,0,17.250,23,62488,False,True,False,False,True,35.848,6,2,4
2021,0,19,2020,3,1,1,2,2,0,1,1,3,100,0,0,1,2,0,0,0,18.050,0,18.700,25,40000,True,False,False,False,True,38.966,6,2,4
2021,1,22,2017,3,1,0,2,1,1,1,1,0,70,0,0,0,1,0,0,0,15.050,0,16.100,23,70000,False,True,False,False,True,35.848,6,2,4
2021,0,21,2020,3,0,1,2,2,0,1,1,5,80,0,0,0,2,0,0,1,16.300,0,16.800,23,40000,True,False,False,False,True,35.848,6,2,4
2016,1,25,2016,19,1,0,1,1,0,1,1,2,100,0,0,0,2,1,1,0,18.000,0,18.600,130,300000,False,True,False,False,True,202.621,16,9,7
2021,1,20,2019,3,0,0,2,3,0,1,1,5,100,0,0,0,3,0,1,1,15.600,0,15.050,23,50000,True,False,False,False,True,35.848,6,2,4
2022,0,20,2020,1,1,0,4,3,0,1,1,2,100,0,0,1,2,1,1,0,19.650,0,19.650,11,50000,True,False,False,False,True,17.145,4,1,3
2021,1,20,2020,3,1,0,5,3,1,1,1,6,95,1,0,0,1,1,1,0,15.000,0,17.750,23,150000,False,False,False,False,True,35.848,6,2,4
2019,1,24,2018,9,0,0,1,2,1,1,1,3,70,1,0,1,1,1,0,0,8.050,0,12.200,40,25000,True,False,False,False,True,62.345,10,3,7
2020,1,22,2018,6,1,1,1,1,1,1,1,3,80,0,0,0,1,0,0,0,13.950,0,15.750,50,40000,True,False,False,False,True,77.931,8,4,4
2021,0,22,2020,4,0,0,2,1,0,1,0,3,98,0,0,0,2,0,1,0,19.150,0,17.000,25,40000,False,True,False,False,True,38.966,6,2,4
2018,1,26,2018,12,1,1,3,1,1,1,1,2,100,0,0,1,3,0,0,0,17.900,0,16.350,130,62488,False,False,False,False,True,202.621,12,9,3
2021,0,21,2020,3,1,1,3,1,0,1,1,4,100,0,0,1,2,0,0,0,16.950,0,15.950,25,70000,True,False,False,False,True,38.966,6,2,4
2021,1,20,2020,3,1,0,3,3,0,1,1,2,100,0,0,0,2,0,1,0,16.900,0,16.850,23,25000,False,True,False,False,True,35.848,6,2,4
2021,0,19,2020,3,1,0,3,3,0,1,1,1,100,0,0,1,2,0,1,1,15.150,0,15.750,23,30000,False,True,False,False,True,35.848,6,2,4
2022,1,20,2020,1,0,0,3,1,0,0,1,1,100,0,0,1,1,1,0,0,0.000,0,0.000,0,40000,False,True,True,False,False,0.000,4,0,4
2021,1,21,2020,3,1,1,1,1,0,1,1,1,95,0,0,1,1,1,0,0,18.250,0,18.500,30,40000,False,True,False,False,True,46.759,6,3,3
2019,0,22,2019,9,0,1,3,1,0,1,1,2,80,0,0,1,1,0,0,1,15.900,0,13.450,90,30000,False,True,False,False,True,140.276,10,7,3
2022,1,21,2020,2,1,1,3,2,0,1,1,2,100,0,0,1,2,1,0,0,18.900,0,15.750,90,30000,True,False,False,False,True,140.276,4,7,-3
2020,1,24,2017,8,1,1,1,1,0,1,1,4,70,0,0,0,3,1,0,0,12.800,0,16.900,90,30000,False,True,False,True,False,140.276,8,7,1
2021,1,20,2020,3,1,0,2,2,0,0,1,12,90,0,0,0,0,0,0,1,14.700,0,15.500,24,45000,True,False,False,False,True,37.407,6,2,4
2021,0,19,2020,3,0,0,3,2,0,1,1,4,77,1,0,1,3,0,0,0,11.800,0,14.400,23,80000,False,True,False,False,True,35.848,6,2,4
2022,1,21,2021,2,1,0,3,2,1,1,0,5,100,0,0,1,2,0,0,0,19.000,0,19.000,11,30000,False,True,False,False,True,17.145,4,1,3
2021,1,22,2020,3,1,0,0,0,0,1,1,15,80,1,0,0,0,0,1,0,7.650,0,12.150,23,30000,True,False,False,False,True,35.848,6,2,4
2020,0,21,2019,7,0,1,2,2,1,1,1,5,80,0,0,1,3,0,0,0,15.000,0,14.550,90,35000,False,True,False,True,False,140.276,8,7,1
2021,0,20,2020,3,0,1,2,1,0,1,0,5,80,0,0,1,1,1,0,0,11.600,0,13.300,23,40000,True,False,False,False,True,35.848,6,2,4
2022,1,21,2022,1,1,1,6,2,1,1,1,4,90,1,0,1,1,0,1,1,0.000,1,0.000,11,62488,False,True,False,False,True,17.145,4,1,3
2021,0,21,2019,3,1,0,3,0,0,1,1,12,50,0,0,1,0,1,0,1,16.850,0,15.750,23,62488,False,False,False,True,False,35.848,6,2,4
2021,0,22,2020,3,1,0,2,1,0,1,1,3,100,0,0,1,1,1,1,1,14.450,0,16.850,24,50000,False,True,False,False,True,37.407,6,2,4
2021,0,21,2019,3,1,1,2,3,0,1,1,2,90,0,0,0,2,0,0,0,15.850,0,15.750,24,40000,True,False,False,False,True,37.407,6,2,4
2021,0,20,2020,3,1,1,2,2,0,1,1,5,100,1,0,0,1,0,0,1,11.300,0,11.550,20,35000,True,False,False,False,True,31.172,6,2,4
2022,0,21,2020,2,1,0,5,2,0,1,1,2,99,0,0,0,1,0,1,0,18.250,0,18.250,12,35000,True,False,False,False,True,18.703,4,1,3
2021,0,22,2019,3,1,1,2,1,0,1,1,1,96,0,0,1,1,0,0,0,15.150,0,15.100,25,49000,False,True,False,False,True,38.966,6,2,4
2020,1,22,2018,7,1,1,2,1,0,1,1,4,80,0,0,1,0,0,1,1,19.650,0,17.200,53,15000,True,False,False,False,True,82.607,8,4,4
2019,0,22,2018,9,0,1,4,3,0,1,1,2,80,0,0,1,2,1,0,0,15.000,0,15.450,105,2000000,False,False,False,False,True,163.655,10,8,2
2022,0,20,2021,1,1,1,2,1,0,1,1,3,98,0,0,1,0,0,0,0,0.000,0,0.000,0,62488,True,False,False,False,True,0.000,4,0,4
