Gender,Age,H.S.C passing year,Current Semester,Do you have meritorious scholarship ?,Do you use University transportation?,How many hour do you study daily?,How many times do you seat for study in a day?,What is your preferable learning mode?,Do you use smart phone?,Do you have personal Computer?,How many hour do you spent daily in social media?,Average attendance on class,Did you ever fall in probation?,Did you ever got suspension?,Do you attend in teacher consultancy for any kind of academical problems?,How many hour do you spent daily on your skill development?,Are you engaged with any co-curriculum activities?,With whom you are living with?,Do you have any health issues?,What was your previous SGPA?,Do you have any physical disabilities?,How many Credit did you have completed?,What is your monthly family income?,performance,Status of your English language proficiency_Basic,Status of your English language proficiency_Intermediate,What is your relationship status?_Married,What is your relationship status?_Relationship,What is your relationship status?_Single
0,19,2020,3,1,1,5,2,0,1,1,4,99,0,0,1,3,0,0,0,3.45,0,25,25000,0,False,True,False,False,True
1,20,2021,2,0,1,1,1,0,1,0,4,85,0,0,0,1,1,0,0,3.6,0,11,40000,1,True,False,False,False,True
0,20,2020,2,0,0,6,2,1,1,1,1,98,1,0,1,5,1,1,0,3.53,0,11,40000,1,True,False,False,False,True
0,20,2019,8,1,0,3,2,0,1,1,2,99,0,0,1,1,1,0,0,3.86,0,90,50000,0,False,True,False,False,True
0,19,2020,2,0,1,3,2,0,1,1,4,100,0,0,1,2,1,0,0,3.48,0,11,25000,0,False,False,False,False,True
1,21,2019,5,0,0,2,1,1,1,1,1,98,0,0,0,6,0,1,0,3.7,0,54,62488,2,False,True,False,False,True
0,20,2020,2,0,1,3,1,0,1,1,1,100,0,0,1,2,0,0,0,3.84,0,11,50000,1,False,False,False,False,True
0,21,2019,8,0,1,6,2,0,1,1,2,100,0,0,1,3,0,0,0,3.4,0,85,60000,0,False,True,False,False,True
1,19,2020,1,0,0,4,2,0,1,1,2,90,0,0,0,1,0,1,0,3.43,0,14,24000,1,True,False,False,True,False
0,21,2020,2,1,0,4,2,0,1,0,2,100,0,0,1,12,1,1,0,3.7,0,11,30000,1,False,True,False,False,True
1,22,2019,6,0,1,4,3,0,1,1,4,85,0,0,1,3,0,0,0,3.02,0,70,20000,2,False,False,False,True,False
1,20,2020,3,0,1,2,1,0,1,1,3,90,0,0,0,2,0,1,0,3.48,0,23,20000,0,True,False,False,False,True
1,20,2020,2,1,0,3,2,0,1,1,2,90,0,0,1,2,1,1,0,3.53,0,13,40000,1,False,False,False,False,True
0,19,2019,8,1,1,4,1,0,1,1,2,90,0,0,0,3,0,1,0,3.06,0,87,30000,2,False,False,False,False,True
1,20,2020,2,0,0,2,1,0,1,1,3,100,1,0,1,1,0,1,0,3.9,0,11,20000,1,True,False,False,False,True
0,20,2018,1,0,0,2,2,0,1,0,4,95,0,0,1,0,0,1,1,0.0,0,0,50000,1,False,True,False,False,True
0,20,2019,9,0,1,3,3,0,1,1,1,99,0,0,0,4,1,0,0,3.19,0,101,40000,2,False,True,False,False,True
0,21,2020,2,0,0,4,2,1,1,1,2,95,1,0,1,4,1,1,1,0.13125,0,11,30000,1,True,False,False,False,True
0,22,2020,2,1,0,4,1,0,1,1,2,98,0,0,0,2,0,1,1,3.05,0,11,20000,1,True,False,False,False,False
0,21,2020,1,0,1,3,2,0,1,1,1,99,0,0,1,1,1,0,0,4.0,0,11,80000,1,False,False,False,False,True
0,20,2020,2,1,0,4,1,0,1,1,3,98,0,0,1,3,1,0,0,3.75,0,11,60000,1,False,True,True,False,False
1,22,2019,2,1,0,3,3,0,1,1,2,90,0,0,0,4,0,1,0,3.33,0,12,20000,1,False,True,False,True,False
1,20,2020,3,1,0,4,1,1,1,1,1,80,1,0,1,2,1,1,0,2.81,1,35,40000,1,True,False,False,False,True
1,21,2019,2,1,0,3,3,0,1,1,4,90,1,0,1,0,1,1,1,2.18,0,11,35000,0,False,True,False,False,True
1,21,2020,1,0,1,4,2,0,1,1,1,100,0,0,1,2,0,0,0,0.0,0,0,30000,1,False,True,False,False,True
1,23,2018,8,0,1,0,3,0,1,0,3,70,0,0,0,6,0,0,0,3.7,0,70,20000,2,False,True,False,False,True
0,24,2016,13,0,0,2,1,1,1,1,1,90,0,0,1,2,0,1,1,3.62,0,140,62488,0,False,True,False,False,False
1,20,2020,3,0,1,2,2,0,1,1,3,87,0,0,1,1,0,0,1,3.18,1,11,35000,1,True,False,False,False,True
0,21,2020,1,1,1,3,2,1,1,0,8,98,0,0,0,1,1,0,1,3.55,1,11,100000,2,True,False,False,False,True
1,23,2020,3,1,0,4,2,0,1,1,2,100,0,0,0,6,1,1,0,3.58,0,23,15000,2,True,False,False,False,True
1,22,2020,2,1,0,2,1,0,1,1,8,90,0,0,0,3,0,1,1,3.88,0,12,10000,1,True,False,False,False,True
1,20,2020,2,1,0,2,1,0,1,1,10,90,0,0,0,3,0,1,0,3.0,0,12,30000,1,True,False,False,False,True
1,20,2020,2,1,0,4,2,0,1,1,1,95,0,1,1,2,1,1,0,4.0,0,11,40000,1,False,True,False,False,True
1,22,2016,2,1,1,2,2,1,1,1,1,80,0,0,1,3,1,0,0,3.97,0,11,30000,1,True,False,False,True,False
1,22,2020,3,1,1,3,2,1,1,1,1,75,0,0,1,2,1,1,0,3.79,0,25,100000,0,False,True,False,False,True
1,22,2018,11,0,0,6,2,0,1,1,2,90,1,0,1,2,0,1,0,2.96,0,111,50000,0,False,True,False,True,False
1,21,2020,5,1,0,5,1,0,0,1,3,88,0,0,1,3,1,1,1,3.77,0,49,30000,2,False,True,False,False,True
1,25,2017,11,0,0,1,1,0,1,1,1,90,0,0,0,4,0,0,0,3.44,0,124,50000,2,False,True,False,False,True
1,19,2021,1,1,0,4,3,0,1,1,3,100,0,0,1,1,0,1,1,0.0,0,0,40000,1,False,False,False,False,True
0,21,2019,3,1,1,2,2,1,1,1,2,85,0,0,1,1,0,0,0,3.56,0,23,25000,2,False,True,False,False,True
1,19,2019,2,1,1,3,2,0,1,1,1,100,0,0,1,1,0,0,0,3.56,0,12,40000,1,True,False,False,False,True
0,22,2020,4,1,1,5,2,0,1,1,2,88,0,0,1,3,1,0,0,2.48,0,23,35000,2,False,True,False,False,True
0,20,2020,1,1,1,0,2,1,1,1,3,97,0,0,0,1,0,0,1,0.0,1,0,35000,1,True,False,False,False,True
1,20,2020,2,1,1,1,1,1,1,1,5,80,1,0,0,0,0,0,0,3.25,0,11,40000,0,True,False,False,False,True
1,19,2021,1,1,0,4,2,0,1,1,5,85,0,0,1,0,1,1,0,0.0,0,0,50000,1,True,False,False,False,True
1,22,2019,4,1,0,2,1,0,1,1,3,80,0,0,1,2,1,0,0,3.7,0,39,50000,0,False,True,False,False,True
0,20,2020,4,1,0,1,1,0,1,0,2,100,0,0,0,0,0,0,0,3.38,0,25,80000,2,False,True,False,False,True
1,21,2019,4,1,0,1,2,1,1,1,2,80,0,0,1,4,1,1,0,3.78,0,49,40000,2,False,True,False,False,True
0,24,2016,10,0,0,4,2,0,1,1,3,95,0,0,1,2,0,1,0,3.4,0,106,20000,2,False,True,False,False,True
1,24,2017,10,0,0,2,1,0,1,1,3,80,0,0,1,5,1,0,0,2.58,0,106,65000,2,False,True,False,False,True
1,21,2019,8,0,0,1,1,1,1,1,1,85,0,0,1,1,0,1,1,3.96,0,85,25000,0,False,False,False,True,False
0,21,2020,3,1,1,3,2,0,1,1,2,88,0,0,0,2,0,0,0,3.58,0,25,40000,2,False,True,False,False,True
1,20,2020,3,1,0,2,2,1,1,1,4,99,0,0,1,2,1,1,0,3.79,0,23,50000,2,False,True,False,True,False
1,21,2019,5,0,0,1,2,0,1,1,1,96,0,1,1,1,1,1,0,2.17,0,44,15000,2,False,True,False,False,True
1,22,2020,4,1,0,3,2,0,1,1,2,90,1,0,1,4,0,1,0,1.12,0,32,60000,2,False,True,False,False,True
0,21,2019,3,1,1,4,3,1,1,1,1,99,0,0,0,2,0,0,0,3.72,0,25,35000,0,False,True,False,False,True
1,20,2020,2,0,0,5,3,0,1,0,1,88,0,0,1,2,1,0,0,3.55,0,11,35000,1,True,False,False,False,True
0,22,2018,8,0,0,4,2,0,1,1,2,98,0,0,0,2,0,0,0,2.83,0,65,25000,0,False,True,False,False,True
0,20,2020,2,1,1,2,1,0,1,1,2,95,0,0,1,1,0,0,1,3.88,0,11,35000,1,True,False,False,False,True
1,21,2020,2,1,0,1,1,0,1,1,4,90,0,0,0,2,1,1,1,4.0,0,12,25000,1,False,True,False,False,True
0,21,2019,8,0,1,3,1,0,1,1,3,97,0,0,0,1,1,0,0,3.0,0,87,150000,2,False,True,False,False,True
1,26,2018,12,0,1,8,2,1,1,1,2,90,1,1,1,5,1,1,0,2.44,0,90,20000,1,False,True,False,False,True
1,21,2020,3,1,0,4,2,0,1,1,1,98,0,0,1,1,0,0,0,2.82,0,23,25000,2,False,True,False,False,True
0,21,2019,2,1,1,2,2,0,1,1,1,100,0,0,0,2,0,0,0,3.9,0,11,50000,1,False,True,False,False,True
1,21,2020,2,1,0,5,1,1,1,1,12,98,0,0,1,2,1,1,1,3.33,0,12,62488,1,True,False,False,False,True
0,20,2020,2,0,0,3,3,0,1,1,2,97,0,0,1,2,1,1,0,3.7,0,11,35000,1,True,False,False,False,True
1,20,2020,2,1,1,4,2,0,1,0,3,90,0,0,1,1,1,0,0,3.98,0,11,25000,1,False,True,False,False,True
0,21,2020,1,1,0,2,2,0,1,0,1,100,0,0,0,1,0,1,0,3.4,0,11,60000,2,True,False,False,False,True
1,22,2019,2,1,1,1,1,1,1,1,2,70,0,0,1,1,1,0,0,3.81,0,11,400000,1,False,True,False,False,True
0,23,2021,2,1,1,1,2,0,1,0,3,90,0,0,0,0,1,0,1,3.97,0,11,25000,1,False,True,False,False,False
1,20,2020,2,1,1,8,2,0,1,1,8,90,0,0,0,2,1,1,0,3.33,0,12,30000,1,True,False,False,False,True
0,21,2020,3,1,0,3,1,0,1,0,3,70,0,0,1,5,0,0,1,2.68,0,23,15000,2,False,True,False,False,True
0,20,2019,2,0,0,3,2,1,1,0,2,95,0,0,1,1,0,1,1,3.84,0,11,30000,1,False,True,False,False,True
0,20,2016,3,1,0,2,1,0,1,0,1,75,0,0,1,1,1,0,0,3.54,0,25,20000,2,False,False,False,False,True
1,21,2020,3,0,0,2,2,0,1,1,3,88,0,0,1,2,0,1,0,1.78,0,20,25000,2,False,True,False,False,True
1,19,2020,3,1,1,2,1,0,1,1,3,90,0,0,0,1,1,0,1,2.32,0,24,35000,2,False,True,False,False,True
1,20,2020,2,1,0,3,1,0,1,1,3,90,0,0,0,2,0,1,0,4.0,0,11,50000,1,True,False,False,False,True
1,22,2019,1,0,0,2,2,1,1,1,2,95,0,0,1,2,1,0,1,0.0,0,0,62488,1,False,True,False,False,True
1,20,2020,2,0,0,5,2,0,1,1,1,90,0,0,1,2,0,1,0,3.8,0,12,20000,1,True,False,False,False,True
1,22,2019,5,0,1,0,0,1,1,1,3,100,0,0,0,6,0,0,0,2.08,0,49,30000,2,True,False,False,False,True
1,20,2020,2,0,0,2,3,0,1,0,1,95,0,0,1,2,1,1,0,3.05,0,12,25000,1,True,False,False,False,True
1,21,2020,2,1,1,3,2,1,1,1,5,90,0,0,1,0,1,0,0,3.45,0,12,30000,1,False,False,False,False,True
0,19,2020,1,0,1,1,2,0,1,0,3,98,0,0,0,2,0,0,0,0.0,0,0,20000,1,True,False,False,False,True
1,20,2020,1,1,1,4,2,0,1,1,3,96,1,1,1,2,0,1,0,2.73,0,12,20000,1,True,False,False,False,True
1,22,2018,11,0,0,1,1,0,1,1,2,80,0,0,1,3,1,1,0,3.2,0,132,40000,2,False,True,False,False,True
0,20,2019,8,1,0,6,2,0,1,1,2,100,0,0,1,2,1,0,0,3.96,0,85,100000,0,False,True,False,False,True
1,22,2019,7,1,1,0,2,0,1,1,6,60,0,0,0,0,0,0,0,3.56,0,87,40000,2,False,True,False,False,True
1,23,2019,1,1,1,2,1,0,1,1,8,100,0,0,0,1,0,0,0,0.0,0,0,40000,1,True,False,False,False,True
0,19,2020,2,1,1,2,1,0,1,1,1,100,0,0,0,1,1,0,0,3.89,0,11,70000,1,True,False,False,False,True
0,20,2020,1,1,1,2,1,0,1,0,7,100,0,0,1,1,1,0,0,0.0,0,0,15000,1,False,True,False,False,True
0,26,2014,3,1,0,4,3,0,1,1,3,50,0,0,0,1,0,0,0,3.89,0,23,80000,0,True,False,True,False,False
1,20,2020,2,1,1,3,1,0,1,1,2,10,0,0,0,1,0,0,0,3.68,0,14,24000,1,True,False,False,False,True
1,19,2020,1,1,1,1,2,1,1,1,3,100,0,0,1,2,0,0,0,0.0,0,0,20000,1,False,True,False,False,True
1,19,2020,2,1,1,5,2,0,1,1,2,98,1,0,1,2,1,0,0,2.93,0,11,35000,1,False,True,False,False,True
1,20,2020,2,1,0,4,3,1,1,1,2,100,0,0,0,2,0,0,0,3.81,0,12,50000,1,True,False,False,False,True
0,19,2020,2,0,1,3,2,0,1,0,2,98,0,0,0,1,0,0,1,3.37,1,11,25000,1,False,True,False,False,True
1,19,2020,2,1,0,3,1,0,1,1,3,100,1,0,1,1,0,0,0,3.25,0,10,62488,1,False,True,True,False,False
1,20,2020,2,1,0,3,2,1,1,1,3,85,0,0,0,2,0,0,0,2.89,0,11,30000,1,True,False,False,False,True
1,22,2019,2,0,0,2,1,0,1,1,3,95,1,0,0,1,1,1,1,1.45,0,11,40000,1,True,False,False,False,False
1,20,2020,2,0,1,2,2,0,1,0,4,98,0,0,1,2,0,0,0,3.73,0,11,35000,1,False,True,False,False,True
1,20,2020,2,1,0,2,2,0,1,1,1,92,0,0,0,4,0,1,0,3.18,0,11,25000,1,False,True,False,False,True
0,22,2017,12,0,1,5,2,0,1,1,4,99,0,0,0,1,1,0,0,3.5,0,100,30000,2,False,True,False,False,True
1,19,2020,2,1,0,1,1,1,1,1,2,90,1,0,0,1,0,1,1,2.9,0,11,60000,1,True,False,False,False,True
1,18,2020,2,1,0,6,3,0,1,1,2,95,0,0,1,2,0,0,0,3.48,0,12,25000,1,True,False,False,False,True
1,20,2020,2,1,0,3,2,0,1,1,4,95,1,0,0,3,0,0,0,3.6,0,11,25000,1,True,False,False,False,True
1,21,2019,2,0,0,2,3,1,1,1,2,90,0,0,1,4,0,1,0,3.13,0,11,40000,2,True,False,False,False,True
1,21,2019,2,1,0,3,2,1,1,1,2,90,1,0,1,2,0,1,0,1.42,0,5,50000,1,True,False,False,False,True
1,19,2020,2,1,1,2,1,0,1,1,1,88,0,0,1,2,0,0,0,3.13,0,11,40000,1,False,True,False,False,True
1,20,2020,2,1,0,3,2,1,1,1,2,100,0,0,1,1,0,1,0,3.85,0,12,30000,1,False,True,False,False,True
1,21,2020,2,1,1,4,2,1,1,1,1,100,0,0,1,1,1,0,1,3.6,0,11,35000,1,False,True,False,False,True
0,18,2020,2,1,0,2,2,1,1,1,1,100,0,0,1,1,1,0,0,3.54,0,11,14000,1,False,True,False,False,True
1,20,2020,2,1,0,1,1,0,1,1,4,88,0,0,0,3,0,1,0,3.54,0,11,62488,2,True,False,False,False,True
1,19,2020,2,0,0,3,2,1,1,1,4,95,1,0,0,6,0,1,0,2.1,0,12,10000,1,False,True,False,False,True
1,20,2020,2,1,0,3,2,0,1,1,5,90,0,0,1,1,1,1,0,2.5,0,12,25000,1,True,False,False,False,True
1,24,2017,11,1,0,7,1,0,1,1,1,90,0,0,0,5,1,1,0,3.31,0,139,30000,2,False,True,False,True,False
1,21,2020,2,0,0,1,2,1,1,1,4,85,0,0,1,0,0,1,0,3.75,0,12,50000,1,False,False,False,False,True
1,21,2020,2,1,0,6,3,1,1,1,2,98,0,0,1,3,0,1,1,3.7,0,13,25000,1,False,True,False,False,True
1,21,2020,2,0,0,3,3,1,1,1,1,97,0,0,1,3,0,1,1,3.5,0,13,33000,1,False,True,False,False,True
0,20,2019,2,1,1,3,2,0,1,1,4,90,1,0,0,2,0,0,0,3.7,0,11,60000,1,True,False,False,False,True
1,20,2020,2,1,0,3,1,0,1,1,3,70,1,1,1,2,0,1,0,3.24,0,11,40000,1,True,False,False,False,True
0,22,2018,11,0,1,2,1,0,1,1,2,99,1,0,0,1,0,0,0,2.3,0,113,60000,2,False,True,False,False,True
0,22,2018,12,0,0,2,1,0,1,0,3,70,0,0,0,2,0,0,0,3.87,0,141,70000,0,False,True,False,False,False
1,22,2020,3,1,1,3,2,0,1,1,4,37,0,0,1,1,1,0,0,3.24,1,27,25000,2,False,True,False,False,True
1,19,2020,2,0,0,3,2,0,1,0,3,85,0,0,0,2,0,0,0,3.65,0,11,62488,1,True,False,False,False,True
1,21,2019,3,1,0,4,2,0,1,1,3,80,0,0,1,2,1,1,0,3.52,0,21,25000,0,False,True,False,False,True
1,20,2020,2,1,0,3,1,0,1,1,2,95,0,0,0,4,0,1,0,2.73,0,11,21000,1,True,False,False,False,True
1,24,2020,3,1,0,3,2,0,1,1,1,90,0,0,1,2,0,0,0,3.79,0,23,13000,2,True,False,False,False,True
0,23,2016,11,1,0,2,1,0,1,1,2,70,0,0,0,0,0,1,0,3.96,0,116,30000,0,True,False,False,False,False
0,20,2021,2,0,1,5,2,1,1,1,2,90,1,0,1,1,0,0,0,3.15,0,11,60000,1,True,False,False,False,True
0,21,2020,2,0,1,7,2,0,1,0,1,100,0,0,0,2,1,0,1,3.4,0,12,15000,1,False,True,False,False,True
0,22,2018,11,0,1,2,2,1,1,1,1,90,0,0,0,2,0,0,0,3.49,0,126,20000,0,False,True,False,False,True
1,23,2020,2,0,1,6,2,1,1,1,1,100,0,0,0,2,1,0,0,3.85,0,12,30000,1,False,True,False,False,True
1,21,2018,8,0,1,4,2,0,1,1,1,90,1,0,0,2,1,0,0,2.02,0,71,35000,2,False,True,False,False,True
0,26,2014,3,1,0,5,3,0,1,1,3,50,0,0,0,2,0,0,0,3.89,0,23,80000,0,True,False,True,False,False
1,22,2020,2,1,1,2,1,1,1,1,2,90,0,0,1,3,0,0,0,3.93,0,12,55000,1,False,True,False,False,True
0,20,2020,2,0,1,5,2,0,1,1,2,99,0,0,0,1,0,0,0,3.9,0,11,20000,1,True,False,False,False,True
1,20,2020,2,1,1,3,3,0,1,1,3,95,1,0,1,1,0,1,0,3.47,0,12,30000,1,False,True,False,False,True
0,20,2019,2,0,1,2,2,0,1,1,2,90,0,0,1,1,1,0,0,3.7,0,12,30000,1,False,True,False,False,True
1,20,2020,2,1,1,4,1,0,1,1,2,100,0,0,0,2,1,0,1,3.45,0,11,20000,1,False,True,False,False,True
1,22,2020,2,1,1,3,2,0,1,1,2,98,1,0,1,1,0,0,0,3.73,0,11,100000,1,False,True,False,False,True
1,21,2019,3,1,1,4,4,1,1,1,2,95,0,0,1,3,1,1,1,3.73,1,26,35000,0,False,True,False,False,True
0,22,2020,2,1,1,3,2,1,1,1,1,95,0,0,1,2,0,1,0,3.65,0,11,20000,1,False,True,False,False,True
0,21,2020,2,1,1,4,2,0,1,1,3,100,0,0,1,2,0,0,0,3.45,0,11,35000,1,True,False,False,False,True
1,21,2020,2,1,1,4,2,0,1,1,3,100,0,0,1,2,0,1,0,2.58,0,11,35000,1,True,False,False,False,True
0,20,2020,3,1,0,4,2,1,1,0,2,98,1,0,1,5,0,1,1,1.87,0,32,20000,2,False,False,False,False,True
1,21,2019,7,0,0,1,1,0,1,1,2,93,0,0,0,1,0,0,0,2.68,0,77,40000,2,False,True,False,False,True
0,20,2019,7,1,1,4,2,1,1,1,1,98,0,0,1,3,1,0,0,3.96,0,76,25000,2,False,True,False,False,True
1,22,2019,8,1,1,4,2,1,1,1,1,90,0,0,0,2,0,0,1,3.68,0,84,62488,2,False,True,False,False,True
1,20,2019,9,1,0,5,2,0,1,1,10,50,1,0,0,2,1,1,0,3.35,0,90,50000,0,True,False,True,False,False
1,22,2017,9,0,1,4,2,0,1,1,4,90,0,0,1,6,1,0,0,2.04,0,93,50000,2,False,True,False,False,True
1,21,2019,8,1,1,0,1,0,1,1,2,95,0,0,0,1,0,0,0,3.74,0,90,30000,0,False,False,False,False,True
0,21,2019,8,0,0,4,2,0,1,1,2,95,0,0,0,1,0,1,0,3.75,0,110,250000,1,False,True,False,False,True
0,22,2018,8,0,0,2,3,0,1,1,1,90,0,0,1,2,0,1,0,3.3,0,86,50000,0,False,True,False,False,True
1,23,2019,8,1,0,5,3,0,1,1,4,98,0,0,1,3,1,1,1,3.72,0,90,25000,0,False,True,False,False,True
1,24,2018,8,0,0,4,2,0,1,1,3,88,0,0,1,2,1,1,0,3.21,0,85,40000,2,False,True,False,False,True
0,21,2018,7,1,1,1,1,0,1,1,3,97,0,0,0,0,1,0,0,3.64,0,76,60000,2,False,True,True,False,False
0,22,2018,8,1,1,3,1,0,1,1,5,90,0,0,0,2,0,0,1,2.86,0,87,50000,2,False,False,False,True,False
1,22,2018,8,1,1,4,2,0,1,1,1,90,0,0,1,2,0,0,0,3.78,0,93,30000,2,False,True,False,False,True
1,24,2014,13,0,1,5,2,0,1,1,5,99,1,0,0,2,1,1,0,2.66,0,115,50000,2,True,False,False,False,True
0,21,2019,8,0,1,2,2,0,1,1,3,90,0,0,0,1,1,0,0,3.04,0,85,100000,0,False,False,True,False,False
1,20,2019,8,0,0,1,1,0,1,1,4,80,0,0,0,1,0,0,0,1.76,0,64,35000,2,False,True,False,False,True
1,22,2019,8,1,1,3,3,1,1,1,2,98,0,0,1,2,0,0,0,3.15,0,84,5000,2,False,False,False,False,True
1,22,2019,8,1,1,2,2,0,1,1,1,100,0,0,1,4,0,1,0,4.0,0,86,50000,0,False,True,False,False,True
0,20,2020,2,0,1,3,1,0,1,1,2,100,0,0,0,3,0,0,0,3.58,0,14,45000,1,False,True,False,False,True
1,21,2019,1,0,1,6,2,0,1,1,2,88,0,0,0,2,1,0,1,3.4,0,11,30000,1,False,True,False,False,True
1,22,2019,8,0,1,2,1,1,1,1,16,78,1,0,0,2,0,0,1,2.44,0,76,30000,2,False,False,False,False,True
1,22,2019,7,1,1,6,3,1,1,1,1,97,0,0,0,1,1,0,0,3.94,0,75,40000,0,False,False,False,False,True
1,24,2016,10,1,0,3,1,0,1,1,1,80,0,0,1,0,1,1,1,3.0,0,90,50000,0,False,True,False,False,True
0,21,2019,8,1,1,1,1,0,1,1,3,85,0,0,0,1,0,0,1,3.32,0,88,50000,0,False,True,False,False,False
1,22,2020,2,1,1,2,1,0,1,1,5,90,0,0,1,2,0,0,0,2.8,0,11,30000,1,True,False,False,False,True
0,22,2018,6,0,0,3,2,0,1,1,3,99,0,0,1,2,1,1,0,3.39,0,70,40000,0,False,True,False,False,True
1,20,2020,2,0,0,1,1,1,1,0,2,95,0,0,1,1,1,1,0,4.0,0,12,40000,1,False,True,False,False,True
0,26,2013,11,1,1,1,1,1,1,1,1,100,0,0,1,2,0,0,0,3.2,0,117,40000,2,False,True,True,False,False
0,21,2019,7,1,0,2,2,0,1,1,2,88,0,0,1,1,1,1,0,3.31,0,70,20000,0,False,True,False,False,True
1,23,2017,14,0,1,5,2,1,0,1,4,85,1,0,1,1,1,0,0,2.96,0,136,20000,2,False,True,False,False,True
1,20,2020,2,1,1,3,2,0,1,1,4,100,0,0,0,2,0,0,0,3.68,0,11,35000,1,True,False,False,False,True
0,20,2018,2,0,1,4,2,1,1,1,6,100,0,0,1,2,1,0,0,3.78,0,11,4000,1,True,False,False,False,True
1,21,2019,7,1,0,4,3,0,1,1,1,95,0,0,0,3,1,1,1,3.87,0,86,15000,0,False,True,False,False,True
1,21,2019,4,1,1,10,2,0,1,1,2,95,1,1,0,2,0,0,0,2.68,0,25,40000,0,True,False,False,False,True
1,21,2020,2,1,1,3,2,0,1,1,2,90,0,0,1,1,0,0,0,3.9,0,11,20000,1,False,True,False,False,True
1,24,2017,13,0,0,2,1,1,1,1,2,90,0,0,0,4,0,0,0,2.65,0,130,62488,2,False,False,False,False,False
1,22,2019,8,0,0,2,1,0,1,1,3,87,0,0,0,1,0,1,0,3.29,0,100,100000,2,False,True,False,False,True
0,20,2019,8,0,1,3,2,1,1,1,2,97,0,0,1,2,1,0,0,3.14,0,95,48400,2,False,True,False,False,True
1,24,2016,17,0,0,4,2,0,1,1,8,80,1,1,1,10,0,0,1,3.15,0,140,30000,2,False,True,False,False,True
0,21,2019,8,1,1,2,2,1,1,1,2,100,0,0,1,3,0,0,0,3.46,0,88,80000,2,False,True,False,False,True
0,22,2019,8,0,0,1,1,1,1,1,3,99,0,0,1,0,0,0,0,3.32,0,85,40000,0,False,True,False,False,True
0,21,2019,7,1,1,3,1,0,1,1,4,95,0,0,0,2,0,0,0,3.21,0,76,25000,2,False,True,False,False,True
1,19,2020,2,1,0,5,2,0,1,1,2,100,0,0,1,4,0,1,0,3.93,0,11,15000,1,True,False,False,False,True
1,24,2017,11,0,0,6,2,0,1,1,1,90,0,0,0,3,0,0,0,3.94,0,130,40000,0,False,True,False,False,True
0,22,2021,3,0,0,4,2,1,1,1,3,95,1,0,1,2,1,1,0,2.87,0,24,200000,0,False,True,False,False,True
1,21,2020,5,0,0,3,3,0,1,1,2,100,0,0,1,2,0,1,0,3.31,0,49,30000,0,True,False,False,False,True
0,19,2020,2,1,1,5,2,1,1,1,1,99,0,0,1,1,1,0,0,4.0,1,11,35000,1,False,True,False,False,True
1,20,2020,2,1,0,0,0,0,1,1,4,100,0,0,0,1,0,1,0,4.0,0,12,20000,1,True,False,False,False,True
1,20,2020,3,1,0,1,1,1,1,1,2,75,1,0,1,1,0,1,1,2.08,0,20,50000,2,False,True,False,False,True
0,22,2020,3,0,1,6,2,0,1,1,3,80,1,0,1,2,0,0,0,2.62,0,18,5000,2,True,False,False,False,True
1,19,2020,1,1,1,2,1,0,1,1,8,100,0,0,1,2,1,1,0,3.89,0,12,35000,1,True,False,False,False,True
0,23,2016,14,0,1,2,1,0,1,1,8,70,1,0,1,1,0,0,0,2.75,0,111,70000,2,False,False,False,True,False
1,22,2018,8,0,0,5,2,1,0,1,2,98,0,0,0,3,0,0,0,4.0,0,87,30000,0,False,True,False,False,True
1,22,2018,8,1,0,3,2,1,1,1,2,95,0,0,0,2,0,1,0,3.57,0,90,40000,1,False,True,False,False,True
0,22,2018,8,1,0,2,1,0,1,1,2,98,0,0,1,0,0,1,1,3.19,0,90,62488,2,False,True,False,False,True
1,23,2018,11,1,0,8,2,0,1,1,2,99,0,0,0,3,0,1,0,3.6,0,130,24000,2,False,True,False,False,True
0,20,2019,7,0,1,6,2,0,1,1,6,85,1,0,1,3,0,0,0,2.88,0,68,100000,1,False,True,False,False,True
1,20,2020,2,1,0,3,2,0,1,0,6,90,1,0,1,2,0,1,0,2.74,0,23,20000,1,True,False,False,False,True
0,20,2019,3,0,1,5,3,0,1,0,3,50,1,0,0,3,0,0,0,1.41,0,25,10000,2,True,False,False,False,True
0,22,2017,11,0,0,5,2,0,1,1,3,100,0,0,1,2,0,1,0,3.42,0,122,40000,0,False,True,False,False,True
0,22,2017,11,0,0,5,2,0,1,1,3,99,0,0,1,2,0,1,0,3.1,0,118,40000,0,False,True,False,False,True
1,21,2019,8,1,0,2,1,1,1,1,1,90,0,0,0,2,0,1,0,3.96,0,87,120000,0,False,False,False,False,True
1,20,2020,2,1,0,3,2,1,1,1,2,70,0,0,1,1,0,1,0,3.29,0,11,40000,1,False,True,False,False,True
0,22,2017,1,1,1,3,3,0,1,1,3,100,0,0,0,2,0,0,0,3.75,0,12,50000,1,True,False,False,False,True
0,21,2019,8,1,0,5,2,0,1,1,2,100,0,0,1,2,0,1,0,3.66,0,87,50000,2,False,True,False,False,True
0,20,2019,1,1,1,2,3,0,1,1,1,97,0,0,1,2,1,0,0,0.0,0,0,45000,1,True,False,False,False,True
1,21,2019,8,1,0,4,2,0,1,1,1,90,0,0,1,2,0,1,0,3.88,0,92,30000,0,False,True,False,False,True
1,22,2018,8,1,1,2,1,1,1,1,1,90,0,0,0,2,1,1,0,4.0,0,75,30000,0,False,True,False,False,True
