Gender,Age,H.S.C passing year,Current Semester,Do you have meritorious scholarship ?,Do you use University transportation?,How many hour do you study daily?,How many times do you seat for study in a day?,What is your preferable learning mode?,Do you use smart phone?,Do you have personal Computer?,How many hour do you spent daily in social media?,Average attendance on class,Did you ever fall in probation?,Did you ever got suspension?,Do you attend in teacher consultancy for any kind of academical problems?,How many hour do you spent daily on your skill development?,Are you engaged with any co-curriculum activities?,With whom you are living with?,Do you have any health issues?,What was your previous SGPA?,Do you have any physical disabilities?,How many Credit did you have completed?,What is your monthly family income?,performance,Status of your English language proficiency_Basic,Status of your English language proficiency_Intermediate,What is your relationship status?_Married,What is your relationship status?_Relationship,What is your relationship status?_Single
1,21,2020,2,1,0,2,1,0,1,1,3,90,0,0,1,2,1,1,0,3.26,0,11,22000,1,False,True,False,False,True
0,21,2020,2,1,1,2,2,0,1,1,2,70,1,0,0,1,0,0,0,3.9,0,12,25000,0,True,False,False,False,True
0,21,2018,9,1,1,2,1,1,1,1,5,95,0,0,0,1,0,0,0,3.7,0,105,50000,0,False,True,False,False,True
0,22,2018,11,0,0,3,2,0,1,1,3,100,0,0,0,2,0,1,0,3.82,0,78,30000,0,False,True,False,False,True
0,21,2018,11,1,0,5,2,0,1,1,5,99,0,0,0,2,1,0,0,3.85,0,126,100000,0,False,False,False,False,True
1,24,2016,18,0,1,2,2,0,1,1,3,95,1,0,1,3,1,1,0,3.1,0,133,20000,0,False,False,True,False,False
0,20,2020,2,1,0,2,2,1,1,0,6,90,0,0,1,0,0,1,0,2.67,0,12,35000,1,False,True,False,False,True
0,23,2017,9,0,1,3,2,0,1,1,1,80,0,0,0,1,0,1,0,3.82,0,84,30000,0,False,True,False,False,True
1,20,2020,2,1,1,4,3,0,1,1,2,100,0,0,0,2,1,0,0,3.72,0,11,40000,1,True,False,False,False,True
0,21,2018,10,0,1,2,1,0,1,1,2,90,0,0,1,1,0,0,0,3.51,0,125,40000,2,False,True,False,False,True
1,22,2018,8,0,0,8,7,1,1,0,4,90,0,0,1,5,0,1,1,3.48,0,75,40000,0,False,True,False,False,True
1,22,2018,11,0,0,3,2,0,1,1,20,90,0,0,1,1,0,1,0,2.65,0,121,50000,2,True,False,False,False,True
1,22,2018,11,0,1,6,3,1,1,1,2,100,0,0,1,5,1,1,0,3.72,0,131,62488,0,False,True,False,True,False
1,23,2018,2,1,0,3,2,1,1,0,3,85,1,0,1,1,0,1,0,1.96,0,11,62488,1,True,False,False,False,True
0,23,2017,10,1,1,2,2,0,1,1,1,95,0,0,1,2,1,0,0,3.38,0,120,50000,2,False,False,True,False,False
1,23,2017,14,0,1,7,2,1,1,1,2,80,1,0,0,2,1,0,0,2.8,0,130,18000,1,False,True,False,True,False
0,21,2018,9,0,0,5,2,1,1,1,4,100,0,0,1,2,0,0,1,3.36,0,100,40000,2,False,True,False,False,True
1,22,2028,8,0,0,2,2,0,1,1,4,85,0,0,1,1,0,1,0,3.33,0,80,62488,0,False,True,False,False,True
1,25,2016,15,0,0,1,1,1,1,1,2,90,1,0,1,2,1,0,1,2.11,1,126,80000,2,False,True,False,False,True
1,21,2020,4,0,0,1,1,0,1,1,6,52,0,0,1,1,0,0,1,2.83,0,37,20000,2,True,False,False,False,True
1,21,2019,4,1,1,3,2,1,1,1,4,88,1,0,0,2,1,0,0,2.2,0,30,62488,1,False,True,False,False,True
1,23,2018,11,0,1,6,3,0,1,1,6,98,0,0,1,3,1,0,0,3.2,0,110,50000,2,False,True,False,False,True
1,26,2014,10,0,0,4,2,0,1,1,1,70,1,0,1,2,1,1,0,2.81,0,104,12000,2,False,True,False,False,True
1,20,2020,2,0,0,5,3,0,0,1,2,100,0,0,0,5,1,1,0,3.48,0,11,20000,1,True,False,False,False,True
0,20,2020,2,1,0,5,1,0,1,1,6,90,0,0,0,5,0,0,1,4.0,0,11,50000,0,False,True,False,False,True
1,20,2020,1,1,1,2,7,0,1,1,6,100,1,0,0,4,0,0,0,4.0,0,14,62488,1,True,False,False,False,True
1,23,2017,9,1,1,4,2,0,1,1,6,90,0,0,0,1,0,1,0,3.7,0,89,50000,0,False,True,False,False,True
1,20,2020,1,1,1,3,1,0,1,0,6,100,0,0,1,0,1,0,0,0.0,0,11,25000,1,True,False,False,True,False
0,21,2019,2,1,1,4,3,0,1,1,5,90,0,0,0,3,0,0,0,3.68,0,11,25000,0,False,True,False,False,True
1,21,2020,1,1,0,5,2,0,1,1,2,95,0,0,0,2,0,1,0,3.3,0,11,50000,1,False,True,False,False,True
1,22,2016,12,0,0,4,2,1,1,1,2,88,0,0,1,6,1,1,0,3.85,0,115,62488,0,False,True,False,False,True
1,21,2018,11,1,0,2,2,1,1,1,3,90,0,0,1,5,0,1,0,4.0,0,120,50000,0,False,True,False,False,True
0,24,2018,12,0,0,4,2,0,1,1,1,97,0,0,0,2,1,0,0,2.98,0,136,20000,0,False,True,False,False,True
0,22,2018,8,1,1,5,3,0,1,1,15,100,0,0,0,4,1,0,0,3.64,0,88,34000,2,False,False,False,False,True
0,19,2020,2,1,0,6,5,0,1,1,1,95,0,0,0,2,0,1,0,3.56,0,11,10000,2,False,True,False,False,True
1,23,2018,11,0,1,1,1,0,1,1,2,65,0,0,1,1,0,0,0,1.68,0,120,30000,2,False,False,False,True,False
1,20,2020,2,0,1,3,3,1,1,1,5,80,0,0,0,2,0,1,0,2.54,0,11,40000,1,True,False,False,False,True
1,20,2020,2,0,0,7,3,0,1,1,1,95,0,0,0,1,0,1,0,3.9,0,11,50000,1,True,False,False,False,True
0,22,2019,9,1,1,6,3,0,1,1,3,90,0,0,1,1,0,0,0,3.84,0,99,60000,0,True,False,False,False,True
1,22,2018,10,1,1,1,2,0,1,1,1,70,0,0,1,6,1,1,1,3.68,0,117,16000,0,False,True,False,False,True
0,23,2016,9,1,1,2,1,0,1,1,2,95,0,0,0,2,0,0,0,3.14,0,101,40000,1,False,False,False,False,True
1,23,2018,11,0,0,4,2,0,1,1,4,95,0,0,1,1,0,1,0,3.69,0,125,30000,0,False,True,False,False,True
1,26,2014,17,0,0,3,2,1,1,1,1,95,0,0,1,6,0,1,0,2.73,0,110,25000,2,False,True,False,False,True
1,24,2018,11,0,0,2,2,1,1,1,1,80,0,0,0,4,0,1,0,3.48,0,123,62488,0,False,True,False,False,True
1,20,2020,2,1,1,5,2,1,1,1,12,75,0,0,1,2,1,0,0,2.61,0,11,40000,1,False,True,False,False,True
0,19,2020,1,0,0,7,2,0,1,1,2,100,0,0,1,2,1,1,0,0.0,0,0,70000,1,False,True,False,False,True
1,23,2018,12,0,0,1,1,0,1,1,2,88,1,0,1,1,1,1,0,2.8,0,84,50000,0,False,True,False,False,True
1,23,2019,7,0,0,1,3,0,1,1,1,90,1,0,1,2,0,1,0,1.52,0,70,36000,2,True,False,False,False,True
1,22,2019,8,0,0,2,1,0,1,1,3,85,0,0,1,3,1,1,0,3.12,0,83,30000,0,False,True,False,False,True
1,24,2017,12,0,0,5,2,0,1,1,1,90,0,0,1,3,0,0,0,3.68,0,118,20000,0,False,True,False,True,False
1,24,2018,11,1,0,4,2,1,1,0,1,85,1,1,1,1,0,0,0,2.25,0,103,20000,2,False,True,False,False,True
1,22,2018,11,1,0,1,2,1,1,1,1,90,0,0,1,1,0,0,0,3.5,0,126,100000,0,False,True,False,True,False
0,20,2020,1,1,1,6,2,0,0,0,1,100,0,0,1,3,0,0,0,0.0,0,0,50000,1,True,False,False,False,True
1,19,2019,8,1,0,2,1,1,1,1,1,90,0,0,0,2,0,1,0,3.36,0,88,20000,2,True,False,False,False,True
1,20,2020,2,1,0,1,1,0,1,1,4,99,0,0,0,2,0,0,0,3.83,0,11,35000,1,False,True,False,False,True
1,22,2018,10,0,1,4,2,1,1,1,1,90,0,0,1,4,0,0,0,1.98,0,104,25000,2,False,True,False,False,True
0,19,2020,2,0,1,3,2,0,1,1,2,98,0,0,0,2,0,0,1,3.37,1,11,62488,1,False,True,False,False,True
1,21,2021,1,1,1,3,2,1,1,1,3,88,0,0,1,1,1,0,0,3.15,0,11,62488,1,False,False,False,False,True
1,19,2020,1,1,0,5,3,0,1,0,3,88,0,0,0,2,0,0,0,0.0,0,0,30000,1,True,False,False,False,True
1,20,2021,1,1,1,1,1,0,1,1,1,100,0,0,0,2,1,0,0,0.0,0,0,150000,1,False,True,False,False,True
0,20,2020,1,1,0,4,2,0,1,1,3,98,0,0,1,2,1,0,0,0.0,0,0,50000,1,False,True,False,False,True
0,23,2016,14,0,0,3,2,1,1,1,3,90,0,0,1,2,0,0,0,2.79,0,133,30000,2,True,False,True,False,False
1,21,2019,3,1,0,5,3,0,1,1,2,95,0,0,1,1,1,1,0,3.52,0,23,62488,2,False,True,False,False,True
1,21,2020,3,1,1,1,2,1,1,1,2,90,0,0,1,1,0,0,0,3.85,0,35,35000,0,False,True,False,False,True
0,23,2018,11,1,0,4,2,1,1,1,5,70,1,0,0,2,1,1,1,3.01,0,120,90000,0,False,False,True,False,False
0,20,2020,3,1,0,3,2,0,1,1,2,90,0,0,1,3,0,0,0,3.18,0,24,80000,1,False,False,False,True,False
1,19,2020,3,1,1,5,2,0,1,1,5,100,0,0,1,3,1,1,0,3.72,0,26,60000,2,False,True,False,False,True
0,21,2020,5,1,1,3,2,1,1,0,10,70,0,0,1,3,0,0,1,2.8,0,40,500000,2,False,True,False,False,True
1,21,2020,3,1,0,2,2,1,1,1,3,90,0,0,1,1,0,0,0,3.42,0,23,50000,2,True,False,False,False,True
1,20,2020,4,1,0,3,2,0,1,1,3,85,0,0,0,2,0,1,0,2.49,0,25,40000,2,True,False,False,False,True
0,19,2020,3,0,1,2,1,0,1,1,3,95,0,0,1,1,0,0,0,2.68,0,23,100000,2,False,True,False,False,True
0,22,2017,5,1,1,3,2,0,1,1,2,90,0,0,1,1,0,0,1,3.86,0,49,20000,0,False,True,False,False,True
1,20,2020,1,1,1,3,1,0,1,1,1,100,0,0,1,1,0,0,0,0.0,0,0,30000,1,False,False,False,False,True
1,21,2020,5,1,1,6,3,1,1,1,2,90,0,0,0,3,1,0,0,3.82,0,55,50000,0,False,True,False,False,True
1,21,2019,3,1,0,2,1,1,1,1,2,75,0,0,1,1,0,0,0,3.58,0,23,40000,0,False,True,False,False,True
1,21,2020,5,0,0,5,2,0,1,1,2,98,0,0,1,2,0,1,0,2.57,0,45,30000,2,False,True,False,False,True
1,22,2020,3,1,0,5,2,0,1,1,2,95,0,0,1,3,1,1,1,3.86,0,23,40000,2,False,False,False,False,True
1,22,2019,2,0,0,3,1,0,1,1,3,80,0,0,1,1,1,1,0,4.0,0,11,40000,1,False,True,False,False,True
0,20,2021,1,1,1,1,2,0,1,1,7,80,0,0,0,0,1,0,0,0.0,0,0,60000,1,False,True,False,False,True
1,23,2018,6,0,0,1,2,1,1,1,2,90,1,0,0,1,1,1,0,3.1,0,65,40000,2,False,True,False,False,True
0,21,2020,1,0,0,6,3,0,1,1,4,100,0,0,1,3,1,1,0,0.0,0,0,40000,1,False,False,False,False,True
1,20,2020,3,1,0,1,2,0,1,1,1,95,0,0,1,2,0,0,1,3.68,0,24,45000,0,True,False,False,False,True
0,21,2020,2,1,1,7,2,0,1,1,3,2,0,0,1,0,0,0,0,3.4,0,11,40000,1,True,False,False,False,True
1,19,2020,1,1,0,8,2,0,1,1,2,100,0,0,1,1,1,1,0,0.0,0,0,10000,1,True,False,False,False,True
1,20,2020,3,1,1,3,2,0,1,1,2,70,0,0,1,3,0,0,1,2.45,0,25,50000,2,False,False,False,False,True
0,25,2015,14,0,1,2,1,0,1,1,3,80,1,0,1,1,0,0,0,2.4,0,130,62488,2,False,True,True,False,False
0,20,2020,3,1,1,4,3,0,1,1,1,99,0,0,1,3,1,0,0,3.47,0,23,50000,0,False,True,True,False,False
1,21,2018,11,0,1,2,1,0,1,1,1,87,0,0,0,1,0,1,0,2.53,0,115,37000,2,False,True,False,False,True
0,23,2019,3,1,1,1,1,0,1,0,3,50,1,0,1,1,1,0,1,2.56,0,26,45000,2,True,False,False,False,True
0,19,2020,1,0,0,4,2,0,1,1,3,100,0,0,0,1,1,0,0,0.0,0,0,100000,1,False,True,False,False,True
1,20,2019,7,0,0,2,1,1,1,1,1,80,1,0,0,1,1,0,0,2.36,0,65,35000,2,True,False,False,False,True
0,20,2020,1,0,0,2,1,0,0,1,1,100,0,0,1,1,1,1,0,0.0,0,0,400006,1,True,False,True,False,False
1,21,2020,1,1,1,1,1,1,1,1,2,100,0,0,0,0,1,0,0,0.0,0,0,70000,1,False,True,False,False,True
1,22,2020,1,1,1,4,1,0,1,1,2,100,1,1,1,2,0,1,0,2.68,1,11,20000,2,True,False,False,False,True
0,20,2020,3,1,1,2,2,1,1,1,1,90,0,0,1,1,0,1,0,3.19,1,24,40000,0,False,True,False,False,True
1,21,2019,3,0,0,2,2,1,1,1,1,88,1,1,1,1,0,1,1,2.11,1,25,30000,2,True,False,False,False,True
0,22,2018,11,0,1,6,3,0,1,1,2,98,0,0,0,2,0,0,0,3.1,0,107,60000,0,True,False,False,False,True
1,21,2020,3,1,0,4,2,0,1,1,5,95,0,0,0,2,1,1,0,3.28,0,25,70000,0,False,True,False,False,True
0,21,2020,1,1,1,1,2,0,1,1,2,100,0,0,0,0,0,0,0,3.15,0,11,35000,1,True,False,False,False,True
1,20,2020,2,1,0,5,2,0,1,1,3,90,0,0,1,1,1,1,0,3.6,0,14,10000,1,True,False,False,False,True
0,21,2019,3,1,0,3,1,0,1,1,1,90,0,0,1,2,0,1,0,3.75,0,24,50000,0,False,True,False,False,True
1,20,2020,4,0,0,1,1,1,1,1,3,90,0,0,0,2,1,0,0,3.85,0,34,40000,2,False,True,False,False,True
0,20,2019,4,1,1,3,3,0,1,1,2,90,0,0,0,2,0,0,0,2.68,0,23,100000,1,True,False,False,False,True
0,21,2020,2,1,0,3,2,1,1,1,1,99,0,0,1,3,0,1,0,3.18,0,11,62488,1,False,True,False,False,True
0,24,2018,11,1,0,2,1,0,1,1,1,90,0,0,1,2,0,0,0,3.39,0,128,5000,2,False,True,True,False,False
0,20,2020,4,0,0,4,1,1,1,1,4,100,0,0,1,2,0,1,1,2.98,0,25,60000,2,False,True,False,False,True
0,21,2020,2,0,0,9,2,0,1,1,3,97,1,0,0,5,0,0,0,3.7,0,23,50000,0,False,True,False,False,True
0,23,2017,14,0,1,1,2,0,1,1,2,80,1,0,1,2,0,0,0,3.25,0,130,40000,0,False,False,True,False,False
1,19,2020,3,0,1,2,1,1,1,1,3,85,0,0,0,1,0,0,0,3.03,0,25,30000,2,True,False,False,False,True
0,22,2020,5,0,0,2,2,0,1,1,3,95,0,0,0,1,0,1,0,3.1,0,48,50000,2,False,True,False,False,True
0,21,2020,2,1,1,2,1,0,1,1,3,98,0,0,1,1,0,0,0,3.7,0,12,120000,1,False,True,False,False,True
1,21,2020,2,1,1,9,2,0,1,1,6,70,1,0,1,4,1,0,0,4.0,0,12,30000,1,False,True,False,False,True
1,19,2020,3,1,1,1,1,0,1,1,2,85,0,0,1,1,1,1,0,3.18,0,23,62488,2,False,True,False,False,True
0,19,2020,3,1,1,2,2,0,1,1,3,100,0,0,1,2,0,0,0,3.61,0,25,40000,2,True,False,False,False,True
1,22,2017,3,1,0,2,1,1,1,1,0,70,0,0,0,1,0,0,0,3.01,0,23,70000,2,False,True,False,False,True
0,21,2020,3,0,1,2,2,0,1,1,5,80,0,0,0,2,0,0,1,3.26,0,23,40000,2,True,False,False,False,True
1,25,2016,19,1,0,1,1,0,1,1,2,100,0,0,0,2,1,1,0,3.6,0,130,300000,2,False,True,False,False,True
1,20,2019,3,0,0,2,3,0,1,1,5,100,0,0,0,3,0,1,1,3.12,0,23,50000,0,True,False,False,False,True
0,20,2020,1,1,0,4,3,0,1,1,2,100,0,0,1,2,1,1,0,3.93,0,11,50000,1,True,False,False,False,True
1,20,2020,3,1,0,5,3,1,1,1,6,95,1,0,0,1,1,1,0,3.0,0,23,150000,2,False,False,False,False,True
1,24,2018,9,0,0,1,2,1,1,1,3,70,1,0,1,1,1,0,0,1.61,0,40,25000,2,True,False,False,False,True
1,22,2018,6,1,1,1,1,1,1,1,3,80,0,0,0,1,0,0,0,2.79,0,50,40000,2,True,False,False,False,True
0,22,2020,4,0,0,2,1,0,1,0,3,98,0,0,0,2,0,1,0,3.83,0,25,40000,0,False,True,False,False,True
1,26,2018,12,1,1,3,1,1,1,1,2,100,0,0,1,3,0,0,0,3.58,0,130,62488,0,False,False,False,False,True
0,21,2020,3,1,1,3,1,0,1,1,4,100,0,0,1,2,0,0,0,3.39,0,25,70000,0,True,False,False,False,True
1,20,2020,3,1,0,3,3,0,1,1,2,100,0,0,0,2,0,1,0,3.38,0,23,25000,0,False,True,False,False,True
0,19,2020,3,1,0,3,3,0,1,1,1,100,0,0,1,2,0,1,1,3.03,0,23,30000,2,False,True,False,False,True
1,20,2020,1,0,0,3,1,0,0,1,1,100,0,0,1,1,1,0,0,0.0,0,0,40000,1,False,True,True,False,False
1,21,2020,3,1,1,1,1,0,1,1,1,95,0,0,1,1,1,0,0,3.65,0,30,40000,2,False,True,False,False,True
0,22,2019,9,0,1,3,1,0,1,1,2,80,0,0,1,1,0,0,1,3.18,0,90,30000,0,False,True,False,False,True
1,21,2020,2,1,1,3,2,0,1,1,2,100,0,0,1,2,1,0,0,3.78,0,90,30000,0,True,False,False,False,True
1,24,2017,8,1,1,1,1,0,1,1,4,70,0,0,0,3,1,0,0,2.56,0,90,30000,2,False,True,False,True,False
1,20,2020,3,1,0,2,2,0,0,1,12,90,0,0,0,0,0,0,1,2.94,0,24,45000,2,True,False,False,False,True
0,19,2020,3,0,0,3,2,0,1,1,4,77,1,0,1,3,0,0,0,2.36,0,23,80000,2,False,True,False,False,True
1,21,2021,2,1,0,3,2,1,1,0,5,100,0,0,1,2,0,0,0,3.8,0,11,30000,1,False,True,False,False,True
1,22,2020,3,1,0,0,0,0,1,1,15,80,1,0,0,0,0,1,0,1.53,0,23,30000,2,True,False,False,False,True
0,21,2019,7,0,1,2,2,1,1,1,5,80,0,0,1,3,0,0,0,3.0,0,90,35000,0,False,True,False,True,False
0,20,2020,3,0,1,2,1,0,1,0,5,80,0,0,1,1,1,0,0,2.32,0,23,40000,2,True,False,False,False,True
1,21,2022,1,1,1,6,2,1,1,1,4,90,1,0,1,1,0,1,1,0.0,1,11,62488,1,False,True,False,False,True
0,21,2019,3,1,0,3,0,0,1,1,12,50,0,0,1,0,1,0,1,3.37,0,23,62488,0,False,False,False,True,False
0,22,2020,3,1,0,2,1,0,1,1,3,100,0,0,1,1,1,1,1,2.89,0,24,50000,2,False,True,False,False,True
0,21,2019,3,1,1,2,3,0,1,1,2,90,0,0,0,2,0,0,0,3.17,0,24,40000,0,True,False,False,False,True
0,20,2020,3,1,1,2,2,0,1,1,5,100,1,0,0,1,0,0,1,2.26,0,20,35000,2,True,False,False,False,True
0,21,2020,2,1,0,5,2,0,1,1,2,99,0,0,0,1,0,1,0,3.65,0,12,35000,1,True,False,False,False,True
0,22,2019,3,1,1,2,1,0,1,1,1,96,0,0,1,1,0,0,0,3.03,0,25,49000,0,False,True,False,False,True
1,22,2018,7,1,1,2,1,0,1,1,4,80,0,0,1,0,0,1,1,3.93,0,53,15000,0,True,False,False,False,True
0,22,2018,9,0,1,4,3,0,1,1,2,80,0,0,1,2,1,0,0,3.0,0,105,2000000,2,False,False,False,False,True
0,20,2021,1,1,1,2,1,0,1,1,3,98,0,0,1,0,0,0,0,0.0,0,0,62488,1,True,False,False,False,True
1,20,2020,2,1,1,8,4,0,1,1,2,88,0,0,1,2,1,1,0,3.45,0,11,30000,1,True,False,False,False,True
0,21,2020,3,1,1,3,4,0,1,1,1,100,0,0,1,1,0,0,0,2.94,0,23,62488,2,True,False,False,False,True
1,21,2019,3,1,1,8,2,0,1,1,1,100,0,0,0,4,1,0,0,3.93,0,25,50000,2,False,True,False,True,False
1,21,2019,3,1,1,1,1,1,1,1,2,85,0,0,0,2,1,0,1,3.86,0,24,50000,0,False,True,False,False,True
1,20,2020,3,0,1,4,2,0,1,1,2,100,1,0,0,1,0,0,0,2.93,0,26,30000,0,False,True,False,False,True
1,20,2020,4,1,0,5,3,1,1,1,1,80,0,0,1,2,0,1,0,3.06,0,36,7000,2,False,True,False,False,True
0,21,2019,1,1,1,2,1,0,1,1,7,100,0,0,1,0,0,0,0,0.0,0,0,50000,1,False,False,False,False,True
0,21,2018,8,1,1,0,0,0,1,1,3,100,0,0,1,4,0,0,0,3.92,0,60,50000,2,False,True,False,False,True
1,21,2019,3,0,1,2,1,0,1,1,2,98,0,0,0,1,1,0,0,3.17,0,25,30000,2,False,True,False,False,True
0,20,2020,1,1,1,1,1,0,1,1,3,95,0,0,0,1,0,0,0,3.63,0,11,35000,1,True,False,False,False,True
1,20,2020,3,1,0,8,2,0,1,1,2,98,0,0,1,2,0,0,0,3.98,0,23,20000,0,False,True,False,False,True
0,21,2020,4,0,1,6,1,0,1,0,2,97,1,0,1,3,1,0,0,3.39,0,20,40000,0,False,True,False,False,True
0,18,2020,2,1,0,2,2,1,1,0,3,90,0,0,0,1,0,1,1,3.68,0,11,40000,1,False,True,False,False,False
1,21,2019,2,1,0,5,3,0,1,1,4,90,1,0,1,3,1,1,0,3.83,0,11,20000,1,True,False,False,False,True
1,22,2019,8,0,0,3,1,0,1,1,4,100,0,0,1,2,0,1,0,3.64,0,87,50000,2,False,True,False,False,True
1,20,2020,3,1,1,2,1,0,1,1,1,100,0,0,1,1,0,0,0,2.96,0,25,25000,2,False,True,False,False,True
1,22,2019,6,0,1,3,2,0,1,1,1,100,1,0,1,2,1,1,0,2.25,0,60,20000,2,False,True,False,False,True
1,19,2020,2,1,0,5,1,0,1,1,2,100,0,0,0,2,1,1,1,3.8,0,11,20000,1,False,True,False,False,True
0,20,2018,3,1,1,1,2,1,1,1,5,90,0,0,1,1,0,0,0,3.49,0,23,30000,2,False,True,False,False,True
1,21,2021,3,1,1,2,1,0,1,1,2,60,0,0,0,1,0,0,0,2.11,0,26,50000,2,False,True,False,False,True
1,20,2020,2,1,0,3,1,0,1,1,3,99,1,1,1,1,0,0,0,3.42,0,11,20000,1,False,True,False,False,True
0,23,2019,7,1,0,5,2,0,1,1,6,99,0,0,1,2,1,1,1,3.96,0,76,12500,0,False,True,False,False,False
1,23,2017,12,0,1,7,3,0,1,1,2,90,1,0,1,4,0,1,0,2.86,0,125,15000,2,False,True,False,False,True
1,21,2020,2,0,0,5,3,0,1,0,4,60,1,0,1,1,0,1,0,0.5,0,11,5000,1,True,False,False,False,True
0,20,2020,1,0,0,5,2,0,1,1,3,98,0,0,1,1,0,0,0,3.5,0,0,20000,1,False,True,False,False,True
1,20,2020,2,1,0,1,2,0,1,1,2,90,0,0,0,1,0,0,0,2.52,0,12,50000,1,True,False,False,False,True
1,21,2019,3,0,1,4,1,0,1,1,2,98,0,0,0,3,0,0,0,3.72,0,25,60000,0,False,True,False,False,True
0,22,2018,11,1,0,5,2,1,1,1,2,95,0,0,1,1,1,0,0,2.8,0,120,68000,2,False,True,False,True,False
0,21,2019,6,1,0,3,2,0,1,1,2,99,0,0,1,1,0,0,0,3.98,0,58,40000,2,False,True,False,False,True
1,20,2019,3,0,0,4,2,0,1,1,3,100,0,0,0,2,0,1,1,3.68,0,24,40000,0,False,True,False,False,True
1,21,2019,3,1,0,1,1,0,1,1,5,90,0,0,0,1,0,0,1,3.03,0,25,50000,0,False,True,False,False,True
0,22,2017,11,0,0,3,2,0,1,1,4,95,0,0,1,1,0,0,1,3.34,0,120,40000,0,False,True,False,False,True
0,21,2020,2,1,1,8,2,0,1,1,2,100,0,0,1,1,1,0,0,3.39,0,12,50000,1,True,False,False,False,True
0,23,2018,11,0,1,3,2,0,1,1,3,96,0,0,1,2,0,0,0,3.78,0,141,18000,0,False,True,False,False,True
1,24,2019,5,0,1,2,2,0,1,1,8,100,1,0,1,8,0,0,0,1.05,0,42,62488,2,True,False,False,False,True
0,20,2020,3,0,0,2,3,0,1,1,4,85,1,0,0,2,0,1,0,2.06,0,23,25000,2,True,False,False,False,True
0,20,2020,2,1,0,3,1,0,1,1,3,95,0,0,0,2,0,0,0,3.67,0,11,45000,1,True,False,False,False,True
0,19,2020,2,0,1,5,2,0,1,1,3,100,0,0,0,3,1,0,0,3.78,0,11,40000,1,False,True,False,False,True
0,20,2019,7,1,0,1,1,1,1,1,1,75,1,0,0,1,1,0,1,1.63,0,79,60000,2,False,True,False,True,False
1,21,2020,3,1,0,2,1,0,1,1,6,70,0,0,1,2,1,1,0,3.17,0,22,40000,2,True,False,False,False,True
0,20,2019,3,0,1,2,1,0,1,1,2,100,0,0,0,3,0,0,1,3.82,0,23,100000,2,False,True,False,False,True
1,22,2020,2,0,0,2,1,0,1,0,4,100,0,0,1,0,0,1,0,2.55,0,11,40000,1,True,False,False,False,True
1,22,2019,3,1,1,2,3,1,1,1,2,92,0,0,1,1,0,0,0,3.79,0,23,35000,2,False,True,False,False,True
1,20,2020,1,1,0,2,1,0,1,0,3,99,0,0,0,0,1,1,0,4.0,0,10,20000,1,True,False,False,True,False
0,23,2017,11,0,1,3,2,0,1,1,2,85,0,0,1,2,0,1,0,3.76,0,120,33000,0,False,True,False,False,True
1,21,2019,8,1,0,5,3,0,1,1,4,100,0,0,1,2,1,1,1,3.74,0,88,15000,2,True,False,False,False,True
1,20,2020,1,1,0,1,1,0,1,1,2,98,0,0,1,2,1,1,0,0.0,0,0,20000,1,True,False,False,False,True
1,20,2019,1,1,1,2,1,0,1,1,1,99,1,0,1,2,1,1,0,3.15,0,13,20000,1,True,False,False,False,True
0,21,2020,3,1,0,2,2,0,1,1,4,100,0,0,0,2,0,0,0,3.38,0,23,50000,0,False,True,False,False,True
1,22,2018,6,0,0,5,2,0,1,0,3,90,0,0,1,3,0,1,0,3.98,0,58,70000,0,False,True,False,False,True
1,22,2015,2,1,0,2,2,1,1,1,1,95,1,0,1,1,1,1,1,2.1,0,14,25000,1,True,False,False,False,True
0,21,2019,8,1,0,3,1,0,1,1,5,80,1,0,0,1,1,1,0,2.72,0,62,60000,0,False,True,False,False,True
0,22,2020,3,1,1,3,1,0,0,1,3,98,0,0,1,4,0,0,1,3.3,1,23,50000,2,False,False,False,False,True
1,21,2020,3,1,0,4,1,0,1,1,2,100,0,0,1,3,0,1,0,4.0,0,23,30000,0,False,False,False,False,True
1,20,2019,2,0,0,2,2,0,1,1,3,90,0,1,1,2,0,1,0,3.1,0,12,20000,1,True,False,False,False,True
0,20,2019,3,1,0,1,1,0,1,1,3,90,1,0,1,1,0,1,0,2.56,0,23,35000,0,False,False,False,False,True
0,20,2020,2,1,1,2,3,0,1,1,12,80,0,0,0,1,1,1,1,3.21,0,12,30000,1,False,True,False,False,False
0,19,2021,1,1,1,6,2,0,1,1,2,95,0,0,0,2,0,0,0,0.0,0,0,70000,1,False,True,False,False,True
1,19,2020,12,0,0,4,2,0,1,0,3,75,1,0,1,1,1,0,1,3.38,0,14,15000,1,False,True,False,False,True
0,19,2021,1,1,0,3,2,0,1,0,2,92,0,0,0,1,0,0,0,3.15,0,11,50000,1,True,False,False,False,True
1,21,2020,2,0,0,1,1,0,1,1,4,95,1,0,1,2,1,1,0,3.9,0,11,30000,1,True,False,False,False,True
1,20,2020,2,1,1,2,1,0,1,1,1,98,0,0,1,1,0,0,0,3.95,0,12,50000,1,False,True,False,False,True
0,20,2020,2,1,1,3,2,0,1,1,3,100,0,0,0,1,0,0,0,3.03,0,12,90000,1,False,True,False,False,True
0,23,2017,14,0,1,7,1,0,1,1,5,60,1,0,0,2,1,1,1,2.59,0,133,28000,0,False,True,False,True,False
1,20,2020,1,1,0,3,1,0,1,0,2,100,0,0,1,2,1,1,0,0.0,0,0,30000,1,False,False,False,False,True
