Gender,Age,H.S.C passing year,Do you have meritorious scholarship ?,Do you use University transportation?,How many hour do you study daily?,How many times do you seat for study in a day?,What is your preferable learning mode?,Do you use smart phone?,Do you have personal Computer?,How many hour do you spent daily in social media?,Average attendance on class,Did you ever fall in probation?,Did you ever got suspension?,Do you attend in teacher consultancy for any kind of academical problems?,How many hour do you spent daily on your skill development?,Are you engaged with any co-curriculum activities?,With whom you are living with?,Do you have any health issues?,What was your previous SGPA?,Do you have any physical disabilities?,What is your current CGPA?,What is your monthly family income?,Creditos_Normalizados,Semestres_Teoricos,Semestres_Reales,Semestres_Extra,Status of your English language proficiency_Basic,Status of your English language proficiency_Intermediate,What is your relationship status?_Married,What is your relationship status?_Relationship,What is your relationship status?_Single
1,24,2017,0,0,3,2,1,1,1,3,80,1,0,1,4,0,1,0,13.400,0,15.750,200000,176.100,16,15,-1,False,False,False,False,True
0,21,2019,0,0,4,2,0,1,1,1,100,0,0,0,1,1,0,0,13.400,0,15.750,50000,137.200,10,8,-2,False,True,False,False,True
0,22,2018,0,1,3,1,0,1,1,5,80,1,0,0,3,0,1,1,10.000,0,11.100,4000,120.000,12,9,-3,True,False,True,False,False
1,19,2020,1,1,3,2,0,1,1,3,90,0,0,1,1,0,0,0,13.400,0,15.750,40000,17.100,6,2,-4,True,False,False,False,True
0,21,2018,0,0,5,1,0,1,1,3,80,1,0,1,2,0,1,1,16.500,0,16.200,80000,163.700,12,10,-2,False,True,False,False,True
1,23,2017,0,1,3,2,1,1,1,2,90,0,0,1,3,0,1,1,13.400,0,15.750,35000,176.100,12,10,-2,True,False,False,False,True
1,21,2018,0,0,1,1,1,1,1,12,90,0,0,1,6,0,1,0,15.050,0,13.800,65000,123.100,12,9,-3,False,True,False,False,True
1,23,2017,0,0,4,1,0,1,1,2,97,0,0,1,4,0,1,0,13.400,0,15.750,20000,212.000,14,12,-2,False,True,False,False,True
1,22,2018,0,0,3,2,0,1,1,3,95,0,0,1,2,0,1,0,16.000,0,16.500,40000,160.500,12,9,-3,True,False,False,False,True
0,23,2017,0,0,3,2,1,1,1,2,80,1,0,1,2,1,0,0,13.400,0,15.750,100000,212.000,14,12,-2,False,False,False,False,True
0,20,2020,1,0,4,1,0,1,1,6,90,0,0,1,2,0,1,0,13.400,0,15.750,50000,17.100,6,2,-4,True,False,False,False,True
1,25,2015,1,0,1,3,0,0,1,1,90,0,0,0,1,0,1,0,13.400,0,15.750,20000,212.000,14,12,-2,False,True,False,False,True
1,20,2020,1,1,3,2,0,1,1,4,90,0,0,1,2,1,0,0,13.400,0,15.750,30000,17.100,6,2,-4,False,True,False,False,True
0,23,2018,0,1,3,2,0,1,1,4,40,1,1,1,2,1,0,0,12.000,0,12.000,60000,109.100,10,7,-3,True,False,True,False,False
1,23,2018,0,0,4,2,1,1,1,2,90,0,0,0,1,1,1,0,13.400,0,15.750,50000,137.200,10,8,-2,False,True,False,False,True
1,22,2020,1,1,4,2,0,1,1,2,90,0,0,0,2,1,0,0,10.800,0,13.750,40000,54.600,8,4,-4,False,True,False,False,True
1,22,2018,1,0,8,3,0,1,1,3,90,0,0,1,2,0,1,0,13.400,0,15.750,40000,155.900,12,9,-3,False,True,False,False,True
1,23,2018,1,1,5,3,0,0,1,2,5,1,0,1,2,1,1,0,13.400,0,15.750,12000,137.200,10,8,-2,False,True,False,False,True
1,21,2020,0,0,5,3,0,0,1,2,97,1,0,1,4,0,1,0,0.000,0,11.550,50000,71.700,8,5,-3,False,True,False,False,True
0,20,2020,0,1,2,3,0,1,1,3,80,0,0,0,3,0,0,1,8.750,1,12.550,50000,77.900,8,5,-3,True,False,False,False,True
0,22,2019,0,0,4,2,0,1,0,4,90,0,0,1,2,0,0,0,13.400,0,15.750,10000,137.200,10,8,-2,False,True,False,False,True
1,22,2018,0,0,2,2,0,1,1,4,90,1,0,0,0,0,1,0,13.400,0,15.750,50000,137.200,10,8,-2,False,True,False,False,True
0,22,2019,1,0,3,2,1,1,1,0,92,0,1,1,3,0,0,0,13.400,0,15.750,100000,17.100,6,2,-4,True,False,False,False,True
0,21,2018,0,0,6,3,1,1,1,2,100,0,0,0,1,1,1,1,13.400,0,15.750,30000,137.200,12,8,-4,False,True,False,False,True
0,21,2019,1,1,2,1,0,1,1,4,88,0,0,0,3,0,0,0,13.400,0,15.750,40000,137.200,10,8,-2,True,False,False,False,True
1,19,2020,1,1,1,1,0,1,1,6,95,0,0,0,1,1,0,0,13.400,0,15.750,50000,0.000,6,1,-5,False,True,False,False,True
0,20,2018,0,0,3,2,0,1,1,2,98,0,0,1,2,0,0,0,13.000,0,14.050,500000,116.900,10,8,-2,False,False,False,False,True
1,20,2020,1,0,7,2,0,1,1,1,90,0,0,0,9,0,1,0,16.650,0,17.500,40000,51.400,8,4,-4,False,True,False,True,False
1,24,2017,0,0,3,2,0,1,1,2,90,0,0,0,2,1,1,0,20.000,0,19.600,40000,53.000,8,4,-4,False,True,False,True,False
1,22,2020,1,1,6,3,0,1,1,2,100,0,0,1,3,1,0,0,16.250,0,16.250,30000,17.100,8,2,-6,True,False,False,False,True
1,22,2018,1,0,1,1,0,1,1,1,100,0,0,1,2,1,0,0,17.300,0,15.500,40000,159.000,12,11,-1,True,False,False,False,True
1,19,2020,1,0,1,2,0,1,1,2,85,0,0,0,1,0,1,0,18.650,0,18.650,20000,17.100,6,2,-4,False,True,False,False,True
1,26,2014,0,1,3,2,1,1,1,1,100,1,0,1,5,0,0,0,10.000,0,10.000,25000,124.700,22,22,0,True,False,False,False,True
1,25,2017,1,1,2,1,0,1,1,5,80,0,0,1,2,1,1,0,18.900,0,17.800,20000,205.700,12,11,-1,False,True,False,False,True
1,24,2015,1,1,6,4,0,1,1,1,100,0,0,1,2,1,0,0,17.100,0,15.100,50000,212.000,16,15,-1,False,True,False,False,True
0,21,2017,0,0,4,5,1,1,1,5,95,1,0,1,1,0,1,1,17.500,0,16.000,15000,190.200,14,14,0,False,False,False,False,True
1,21,2020,1,0,2,1,0,1,1,3,90,0,0,1,2,1,1,0,16.300,0,16.300,22000,17.100,6,2,-4,False,True,False,False,True
0,21,2020,1,1,2,2,0,1,1,2,70,1,0,0,1,0,0,0,19.500,0,19.000,25000,18.700,6,2,-4,True,False,False,False,True
0,21,2018,1,1,2,1,1,1,1,5,95,0,0,0,1,0,0,0,18.500,0,18.400,50000,163.700,12,9,-3,False,True,False,False,True
0,22,2018,0,0,3,2,0,1,1,3,100,0,0,0,2,0,1,0,19.100,0,18.250,30000,121.600,12,11,-1,False,True,False,False,True
0,21,2018,1,0,5,2,0,1,1,5,99,0,0,0,2,1,0,0,19.250,0,18.600,100000,196.400,12,11,-1,False,False,False,False,True
1,24,2016,0,1,2,2,0,1,1,3,95,1,0,1,3,1,1,0,15.500,0,14.200,20000,207.300,18,18,0,False,False,True,False,False
0,20,2020,1,0,2,2,1,1,0,6,90,0,0,1,0,0,1,0,13.350,0,13.350,35000,18.700,6,2,-4,False,True,False,False,True
0,23,2017,0,1,3,2,0,1,1,1,80,0,0,0,1,0,1,0,19.100,0,18.000,30000,130.900,12,9,-3,False,True,False,False,True
1,20,2020,1,1,4,3,0,1,1,2,100,0,0,0,2,1,0,0,18.600,0,18.600,40000,17.100,6,2,-4,True,False,False,False,True
0,21,2018,0,1,2,1,0,1,1,2,90,0,0,1,1,0,0,0,17.550,0,17.800,40000,194.800,12,10,-2,False,True,False,False,True
1,22,2018,0,0,8,7,1,1,0,4,90,0,0,1,5,0,1,1,17.400,0,16.750,40000,116.900,10,8,-2,False,True,False,False,True
1,22,2018,0,0,3,2,0,1,1,20,90,0,0,1,1,0,1,0,13.250,0,14.950,50000,188.600,12,11,-1,True,False,False,False,True
1,22,2018,0,1,6,3,1,1,1,2,100,0,0,1,5,1,1,0,18.600,0,17.100,62488,204.200,12,11,-1,False,True,False,True,False
1,23,2018,1,0,3,2,1,1,0,3,85,1,0,1,1,0,1,0,9.800,0,9.800,62488,17.100,8,2,-6,True,False,False,False,True
0,23,2017,1,1,2,2,0,1,1,1,95,0,0,1,2,1,0,0,16.900,0,18.000,50000,187.000,12,10,-2,False,False,True,False,False
1,23,2017,0,1,7,2,1,1,1,2,80,1,0,0,2,1,0,0,14.000,0,14.000,18000,202.600,14,14,0,False,True,False,True,False
0,21,2018,0,0,5,2,1,1,1,4,100,0,0,1,2,0,0,1,16.800,0,17.950,40000,155.900,12,9,-3,False,True,False,False,True
1,22,2028,0,0,2,2,0,1,1,4,85,0,0,1,1,0,1,0,16.650,0,15.500,62488,124.700,10,8,-2,False,True,False,False,True
1,25,2016,0,0,1,1,1,1,1,2,90,1,0,1,2,1,0,1,10.550,1,12.700,80000,196.400,16,15,-1,False,True,False,False,True
1,21,2020,0,0,1,1,0,1,1,6,52,0,0,1,1,0,0,1,14.150,0,15.250,20000,57.700,8,4,-4,True,False,False,False,True
1,21,2019,1,1,3,2,1,1,1,4,88,1,0,0,2,1,0,0,11.000,0,11.000,62488,46.800,8,4,-4,False,True,False,False,True
1,23,2018,0,1,6,3,0,1,1,6,98,0,0,1,3,1,0,0,16.000,0,16.100,50000,171.400,12,11,-1,False,True,False,False,True
1,26,2014,0,0,4,2,0,1,1,1,70,1,0,1,2,1,1,0,14.050,0,16.000,12000,162.100,12,10,-2,False,True,False,False,True
1,20,2020,0,0,5,3,0,0,1,2,100,0,0,0,5,1,1,0,17.400,0,17.400,20000,17.100,6,2,-4,True,False,False,False,True
0,20,2020,1,0,5,1,0,1,1,6,90,0,0,0,5,0,0,1,20.000,0,0.000,50000,17.100,6,2,-4,False,True,False,False,True
1,20,2020,1,1,2,7,0,1,1,6,100,1,0,0,4,0,0,0,20.000,0,20.000,62488,21.800,6,1,-5,True,False,False,False,True
1,23,2017,1,1,4,2,0,1,1,6,90,0,0,0,1,0,1,0,18.500,0,17.500,50000,138.700,12,9,-3,False,True,False,False,True
1,20,2020,1,1,3,1,0,1,0,6,100,0,0,1,0,1,0,0,0.000,0,0.000,25000,17.100,6,1,-5,True,False,False,True,False
0,21,2019,1,1,4,3,0,1,1,5,90,0,0,0,3,0,0,0,18.400,0,0.000,25000,17.100,6,2,-4,False,True,False,False,True
1,21,2020,1,0,5,2,0,1,1,2,95,0,0,0,2,0,1,0,16.500,0,16.500,50000,17.100,6,1,-5,False,True,False,False,True
1,22,2016,0,0,4,2,1,1,1,2,88,0,0,1,6,1,1,0,19.250,0,15.500,62488,179.200,14,12,-2,False,True,False,False,True
1,21,2018,1,0,2,2,1,1,1,3,90,0,0,1,5,0,1,0,20.000,0,18.900,50000,187.000,12,11,-1,False,True,False,False,True
0,24,2018,0,0,4,2,0,1,1,1,97,0,0,0,2,1,0,0,14.900,0,14.550,20000,212.000,14,12,-2,False,True,False,False,True
0,22,2018,1,1,5,3,0,1,1,15,100,0,0,0,4,1,0,0,18.200,0,18.750,34000,137.200,10,8,-2,False,False,False,False,True
0,19,2020,1,0,6,5,0,1,1,1,95,0,0,0,2,0,1,0,17.800,0,17.900,10000,17.100,6,2,-4,False,True,False,False,True
1,23,2018,0,1,1,1,0,1,1,2,65,0,0,1,1,0,0,0,8.400,0,15.500,30000,187.000,12,11,-1,False,False,False,True,False
1,20,2020,0,1,3,3,1,1,1,5,80,0,0,0,2,0,1,0,12.700,0,12.700,40000,17.100,6,2,-4,True,False,False,False,True
1,20,2020,0,0,7,3,0,1,1,1,95,0,0,0,1,0,1,0,19.500,0,19.500,50000,17.100,6,2,-4,True,False,False,False,True
0,22,2019,1,1,6,3,0,1,1,3,90,0,0,1,1,0,0,0,19.200,0,18.850,60000,154.300,12,9,-3,True,False,False,False,True
1,22,2018,1,1,1,2,0,1,1,1,70,0,0,1,6,1,1,1,18.400,0,16.950,16000,182.400,12,10,-2,False,True,False,False,True
0,23,2016,1,1,2,1,0,1,1,2,95,0,0,0,2,0,0,0,15.700,0,15.700,40000,157.400,14,9,-5,False,False,False,False,True
1,23,2018,0,0,4,2,0,1,1,4,95,0,0,1,1,0,1,0,18.450,0,16.150,30000,194.800,12,11,-1,False,True,False,False,True
1,26,2014,0,0,3,2,1,1,1,1,95,0,0,1,6,0,1,0,13.650,0,15.400,25000,171.400,16,17,1,False,True,False,False,True
1,24,2018,0,0,2,2,1,1,1,1,80,0,0,0,4,0,1,0,17.400,0,15.000,62488,191.700,12,11,-1,False,True,False,False,True
1,20,2020,1,1,5,2,1,1,1,12,75,0,0,1,2,1,0,0,13.050,0,13.050,40000,17.100,6,2,-4,False,True,False,False,True
0,19,2020,0,0,7,2,0,1,1,2,100,0,0,1,2,1,1,0,0.000,0,0.000,70000,0.000,6,1,-5,False,True,False,False,True
1,23,2018,0,0,1,1,0,1,1,2,88,1,0,1,1,1,1,0,14.000,0,13.400,50000,130.900,14,12,-2,False,True,False,False,True
1,23,2019,0,0,1,3,0,1,1,1,90,1,0,1,2,0,1,0,7.600,0,10.750,36000,109.100,10,7,-3,True,False,False,False,True
1,22,2019,0,0,2,1,0,1,1,3,85,0,0,1,3,1,1,0,15.600,0,15.400,30000,129.400,10,8,-2,False,True,False,False,True
1,24,2017,0,0,5,2,0,1,1,1,90,0,0,1,3,0,0,0,18.400,0,16.650,20000,183.900,14,12,-2,False,True,False,True,False
1,24,2018,1,0,4,2,1,1,0,1,85,1,1,1,1,0,0,0,11.250,0,13.200,20000,160.500,12,11,-1,False,True,False,False,True
1,22,2018,1,0,1,2,1,1,1,1,90,0,0,1,1,0,0,0,17.500,0,17.150,100000,196.400,12,11,-1,False,True,False,True,False
0,20,2020,1,1,6,2,0,0,0,1,100,0,0,1,3,0,0,0,0.000,0,0.000,50000,0.000,6,1,-5,True,False,False,False,True
1,19,2019,1,0,2,1,1,1,1,1,90,0,0,0,2,0,1,0,16.800,0,18.600,20000,137.200,10,8,-2,True,False,False,False,True
1,20,2020,1,0,1,1,0,1,1,4,99,0,0,0,2,0,0,0,19.150,0,19.150,35000,17.100,6,2,-4,False,True,False,False,True
1,22,2018,0,1,4,2,1,1,1,1,90,0,0,1,4,0,0,0,9.900,0,14.900,25000,162.100,12,10,-2,False,True,False,False,True
0,19,2020,0,1,3,2,0,1,1,2,98,0,0,0,2,0,0,1,16.850,1,16.850,62488,17.100,8,2,-6,False,True,False,False,True
1,21,2021,1,1,3,2,1,1,1,3,88,0,0,1,1,1,0,0,15.750,0,15.750,62488,17.100,6,1,-5,False,False,False,False,True
1,19,2020,1,0,5,3,0,1,0,3,88,0,0,0,2,0,0,0,0.000,0,0.000,30000,0.000,6,1,-5,True,False,False,False,True
1,20,2021,1,1,1,1,0,1,1,1,100,0,0,0,2,1,0,0,0.000,0,0.000,150000,0.000,6,1,-5,False,True,False,False,True
0,20,2020,1,0,4,2,0,1,1,3,98,0,0,1,2,1,0,0,0.000,0,0.000,50000,0.000,6,1,-5,False,True,False,False,True
0,23,2016,0,0,3,2,1,1,1,3,90,0,0,1,2,0,0,0,13.950,0,14.200,30000,207.300,16,14,-2,True,False,True,False,False
1,21,2019,1,0,5,3,0,1,1,2,95,0,0,1,1,1,1,0,17.600,0,18.250,62488,35.800,8,3,-5,False,True,False,False,True
1,21,2020,1,1,1,2,1,1,1,2,90,0,0,1,1,0,0,0,19.250,0,18.950,35000,54.600,8,3,-5,False,True,False,False,True
0,23,2018,1,0,4,2,1,1,1,5,70,1,0,0,2,1,1,1,15.050,0,14.450,90000,187.000,12,11,-1,False,False,True,False,False
0,20,2020,1,0,3,2,0,1,1,2,90,0,0,1,3,0,0,0,15.900,0,15.900,80000,37.400,8,3,-5,False,False,False,True,False
1,19,2020,1,1,5,2,0,1,1,5,100,0,0,1,3,1,1,0,18.600,0,19.450,60000,40.500,8,3,-5,False,True,False,False,True
0,21,2020,1,1,3,2,1,1,0,10,70,0,0,1,3,0,0,1,14.000,0,14.500,500000,62.300,8,5,-3,False,True,False,False,True
1,21,2020,1,0,2,2,1,1,1,3,90,0,0,1,1,0,0,0,17.100,0,17.800,50000,35.800,8,3,-5,True,False,False,False,True
1,20,2020,1,0,3,2,0,1,1,3,85,0,0,0,2,0,1,0,12.450,0,15.150,40000,39.000,8,4,-4,True,False,False,False,True
0,19,2020,0,1,2,1,0,1,1,3,95,0,0,1,1,0,0,0,13.400,0,15.750,100000,35.800,8,3,-5,False,True,False,False,True
0,22,2017,1,1,3,2,0,1,1,2,90,0,0,1,1,0,0,1,19.300,0,18.350,20000,76.400,8,5,-3,False,True,False,False,True
1,20,2020,1,1,3,1,0,1,1,1,100,0,0,1,1,0,0,0,0.000,0,0.000,30000,0.000,6,1,-5,False,False,False,False,True
1,21,2020,1,1,6,3,1,1,1,2,90,0,0,0,3,1,0,0,19.100,0,18.500,50000,85.700,8,5,-3,False,True,False,False,True
1,21,2019,1,0,2,1,1,1,1,2,75,0,0,1,1,0,0,0,17.900,0,15.500,40000,35.800,8,3,-5,False,True,False,False,True
1,21,2020,0,0,5,2,0,1,1,2,98,0,0,1,2,0,1,0,12.850,0,14.000,30000,70.100,8,5,-3,False,True,False,False,True
1,22,2020,1,0,5,2,0,1,1,2,95,0,0,1,3,1,1,1,19.300,0,19.600,40000,35.800,8,3,-5,False,False,False,False,True
1,22,2019,0,0,3,1,0,1,1,3,80,0,0,1,1,1,1,0,20.000,0,20.000,40000,17.100,6,2,-4,False,True,False,False,True
0,20,2021,1,1,1,2,0,1,1,7,80,0,0,0,0,1,0,0,0.000,0,0.000,60000,0.000,6,1,-5,False,True,False,False,True
1,23,2018,0,0,1,2,1,1,1,2,90,1,0,0,1,1,1,0,15.500,0,17.000,40000,101.300,10,6,-4,False,True,False,False,True
0,21,2020,0,0,6,3,0,1,1,4,100,0,0,1,3,1,1,0,0.000,0,0.000,40000,0.000,6,1,-5,False,False,False,False,True
1,20,2020,1,0,1,2,0,1,1,1,95,0,0,1,2,0,0,1,18.400,0,18.250,45000,37.400,8,3,-5,True,False,False,False,True
0,21,2020,1,1,7,2,0,1,1,3,2,0,0,1,0,0,0,0,17.000,0,17.000,40000,17.100,6,2,-4,True,False,False,False,True
1,19,2020,1,0,8,2,0,1,1,2,100,0,0,1,1,1,1,0,0.000,0,0.000,10000,0.000,6,1,-5,True,False,False,False,True
1,20,2020,1,1,3,2,0,1,1,2,70,0,0,1,3,0,0,1,12.250,0,14.750,50000,39.000,8,3,-5,False,False,False,False,True
0,25,2015,0,1,2,1,0,1,1,3,80,1,0,1,1,0,0,0,12.000,0,14.450,62488,202.600,20,14,-6,False,True,True,False,False
0,20,2020,1,1,4,3,0,1,1,1,99,0,0,1,3,1,0,0,17.350,0,16.000,50000,35.800,8,3,-5,False,True,True,False,False
1,21,2018,0,1,2,1,0,1,1,1,87,0,0,0,1,0,1,0,12.650,0,15.250,37000,179.200,12,11,-1,False,True,False,False,True
0,23,2019,1,1,1,1,0,1,0,3,50,1,0,1,1,1,0,1,12.800,0,13.600,45000,40.500,8,3,-5,True,False,False,False,True
0,19,2020,0,0,4,2,0,1,1,3,100,0,0,0,1,1,0,0,0.000,0,0.000,100000,0.000,6,1,-5,False,True,False,False,True
1,20,2019,0,0,2,1,1,1,1,1,80,1,0,0,1,1,0,0,11.800,0,12.800,35000,101.300,10,7,-3,True,False,False,False,True
0,20,2020,0,0,2,1,0,0,1,1,100,0,0,1,1,1,1,0,0.000,0,0.000,400006,0.000,6,1,-5,True,False,True,False,False
1,21,2020,1,1,1,1,1,1,1,2,100,0,0,0,0,1,0,0,0.000,0,0.000,70000,0.000,6,1,-5,False,True,False,False,True
1,22,2020,1,1,4,1,0,1,1,2,100,1,1,1,2,0,1,0,13.400,1,15.750,20000,17.100,6,1,-5,True,False,False,False,True
0,20,2020,1,1,2,2,1,1,1,1,90,0,0,1,1,0,1,0,15.950,1,13.650,40000,37.400,8,3,-5,False,True,False,False,True
1,21,2019,0,0,2,2,1,1,1,1,88,1,1,1,1,0,1,1,10.550,1,10.650,30000,39.000,12,3,-9,True,False,False,False,True
0,22,2018,0,1,6,3,0,1,1,2,98,0,0,0,2,0,0,0,15.500,0,15.350,60000,166.800,12,11,-1,True,False,False,False,True
1,21,2020,1,0,4,2,0,1,1,5,95,0,0,0,2,1,1,0,16.400,0,15.000,70000,39.000,8,3,-5,False,True,False,False,True
0,21,2020,1,1,1,2,0,1,1,2,100,0,0,0,0,0,0,0,15.750,0,15.750,35000,17.100,6,1,-5,True,False,False,False,True
1,20,2020,1,0,5,2,0,1,1,3,90,0,0,1,1,1,1,0,18.000,0,18.000,10000,21.800,6,2,-4,True,False,False,False,True
0,21,2019,1,0,3,1,0,1,1,1,90,0,0,1,2,0,1,0,18.750,0,18.500,50000,37.400,8,3,-5,False,True,False,False,True
1,20,2020,0,0,1,1,1,1,1,3,90,0,0,0,2,1,0,0,19.250,0,19.600,40000,53.000,8,4,-4,False,True,False,False,True
0,20,2019,1,1,3,3,0,1,1,2,90,0,0,0,2,0,0,0,13.400,0,13.400,100000,35.800,8,4,-4,True,False,False,False,True
0,21,2020,1,0,3,2,1,1,1,1,99,0,0,1,3,0,1,0,15.900,0,15.900,62488,17.100,8,2,-6,False,True,False,False,True
0,24,2018,1,0,2,1,0,1,1,1,90,0,0,1,2,0,0,0,16.950,0,17.000,5000,199.500,12,11,-1,False,True,True,False,False
0,20,2020,0,0,4,1,1,1,1,4,100,0,0,1,2,0,1,1,14.900,0,16.900,60000,39.000,8,4,-4,False,True,False,False,True
0,21,2020,0,0,9,2,0,1,1,3,97,1,0,0,5,0,0,0,18.500,0,15.750,50000,35.800,8,2,-6,False,True,False,False,True
0,23,2017,0,1,1,2,0,1,1,2,80,1,0,1,2,0,0,0,16.250,0,14.750,40000,202.600,14,14,0,False,False,True,False,False
1,19,2020,0,1,2,1,1,1,1,3,85,0,0,0,1,0,0,0,15.150,0,16.050,30000,39.000,8,3,-5,True,False,False,False,True
0,22,2020,0,0,2,2,0,1,1,3,95,0,0,0,1,0,1,0,15.500,0,15.900,50000,74.800,8,5,-3,False,True,False,False,True
0,21,2020,1,1,2,1,0,1,1,3,98,0,0,1,1,0,0,0,18.500,0,18.500,120000,18.700,6,2,-4,False,True,False,False,True
1,21,2020,1,1,9,2,0,1,1,6,70,1,0,1,4,1,0,0,20.000,0,20.000,30000,18.700,6,2,-4,False,True,False,False,True
1,19,2020,1,1,1,1,0,1,1,2,85,0,0,1,1,1,1,0,15.900,0,17.250,62488,35.800,8,3,-5,False,True,False,False,True
0,19,2020,1,1,2,2,0,1,1,3,100,0,0,1,2,0,0,0,18.050,0,18.700,40000,39.000,8,3,-5,True,False,False,False,True
1,22,2017,1,0,2,1,1,1,1,0,70,0,0,0,1,0,0,0,15.050,0,16.100,70000,35.800,8,3,-5,False,True,False,False,True
0,21,2020,0,1,2,2,0,1,1,5,80,0,0,0,2,0,0,1,16.300,0,16.800,40000,35.800,8,3,-5,True,False,False,False,True
1,25,2016,1,0,1,1,0,1,1,2,100,0,0,0,2,1,1,0,18.000,0,18.600,300000,202.600,18,19,1,False,True,False,False,True
1,20,2019,0,0,2,3,0,1,1,5,100,0,0,0,3,0,1,1,15.600,0,15.050,50000,35.800,8,3,-5,True,False,False,False,True
0,20,2020,1,0,4,3,0,1,1,2,100,0,0,1,2,1,1,0,19.650,0,19.650,50000,17.100,6,1,-5,True,False,False,False,True
1,20,2020,1,0,5,3,1,1,1,6,95,1,0,0,1,1,1,0,15.000,0,17.750,150000,35.800,8,3,-5,False,False,False,False,True
1,24,2018,0,0,1,2,1,1,1,3,70,1,0,1,1,1,0,0,8.050,0,12.200,25000,62.300,12,9,-3,True,False,False,False,True
1,22,2018,1,1,1,1,1,1,1,3,80,0,0,0,1,0,0,0,13.950,0,15.750,40000,77.900,10,6,-4,True,False,False,False,True
0,22,2020,0,0,2,1,0,1,0,3,98,0,0,0,2,0,1,0,19.150,0,17.000,40000,39.000,8,4,-4,False,True,False,False,True
1,26,2018,1,1,3,1,1,1,1,2,100,0,0,1,3,0,0,0,17.900,0,16.350,62488,202.600,14,12,-2,False,False,False,False,True
0,21,2020,1,1,3,1,0,1,1,4,100,0,0,1,2,0,0,0,16.950,0,15.950,70000,39.000,8,3,-5,True,False,False,False,True
1,20,2020,1,0,3,3,0,1,1,2,100,0,0,0,2,0,1,0,16.900,0,16.850,25000,35.800,8,3,-5,False,True,False,False,True
0,19,2020,1,0,3,3,0,1,1,1,100,0,0,1,2,0,1,1,15.150,0,15.750,30000,35.800,8,3,-5,False,True,False,False,True
1,20,2020,0,0,3,1,0,0,1,1,100,0,0,1,1,1,0,0,0.000,0,0.000,40000,0.000,6,1,-5,False,True,True,False,False
1,21,2020,1,1,1,1,0,1,1,1,95,0,0,1,1,1,0,0,18.250,0,18.500,40000,46.800,8,3,-5,False,True,False,False,True
0,22,2019,0,1,3,1,0,1,1,2,80,0,0,1,1,0,0,1,15.900,0,13.450,30000,140.300,12,9,-3,False,True,False,False,True
1,21,2020,1,1,3,2,0,1,1,2,100,0,0,1,2,1,0,0,18.900,0,15.750,30000,140.300,6,2,-4,True,False,False,False,True
1,24,2017,1,1,1,1,0,1,1,4,70,0,0,0,3,1,0,0,12.800,0,16.900,30000,140.300,10,8,-2,False,True,False,True,False
1,20,2020,1,0,2,2,0,0,1,12,90,0,0,0,0,0,0,1,14.700,0,15.500,45000,37.400,8,3,-5,True,False,False,False,True
0,19,2020,0,0,3,2,0,1,1,4,77,1,0,1,3,0,0,0,11.800,0,14.400,80000,35.800,8,3,-5,False,True,False,False,True
1,21,2021,1,0,3,2,1,1,0,5,100,0,0,1,2,0,0,0,19.000,0,19.000,30000,17.100,6,2,-4,False,True,False,False,True
1,22,2020,1,0,0,0,0,1,1,15,80,1,0,0,0,0,1,0,7.650,0,12.150,30000,35.800,8,3,-5,True,False,False,False,True
0,21,2019,0,1,2,2,1,1,1,5,80,0,0,1,3,0,0,0,15.000,0,14.550,35000,140.300,10,7,-3,False,True,False,True,False
0,20,2020,0,1,2,1,0,1,0,5,80,0,0,1,1,1,0,0,11.600,0,13.300,40000,35.800,8,3,-5,True,False,False,False,True
1,21,2022,1,1,6,2,1,1,1,4,90,1,0,1,1,0,1,1,0.000,1,0.000,62488,17.100,6,1,-5,False,True,False,False,True
0,21,2019,1,0,3,0,0,1,1,12,50,0,0,1,0,1,0,1,16.850,0,15.750,62488,35.800,8,3,-5,False,False,False,True,False
0,22,2020,1,0,2,1,0,1,1,3,100,0,0,1,1,1,1,1,14.450,0,16.850,50000,37.400,8,3,-5,False,True,False,False,True
0,21,2019,1,1,2,3,0,1,1,2,90,0,0,0,2,0,0,0,15.850,0,15.750,40000,37.400,8,3,-5,True,False,False,False,True
0,20,2020,1,1,2,2,0,1,1,5,100,1,0,0,1,0,0,1,11.300,0,11.550,35000,31.200,8,3,-5,True,False,False,False,True
0,21,2020,1,0,5,2,0,1,1,2,99,0,0,0,1,0,1,0,18.250,0,18.250,35000,18.700,6,2,-4,True,False,False,False,True
0,22,2019,1,1,2,1,0,1,1,1,96,0,0,1,1,0,0,0,15.150,0,15.100,49000,39.000,8,3,-5,False,True,False,False,True
1,22,2018,1,1,2,1,0,1,1,4,80,0,0,1,0,0,1,1,19.650,0,17.200,15000,82.600,10,7,-3,True,False,False,False,True
0,22,2018,0,1,4,3,0,1,1,2,80,0,0,1,2,1,0,0,15.000,0,15.450,2000000,163.700,12,9,-3,False,False,False,False,True
0,20,2021,1,1,2,1,0,1,1,3,98,0,0,1,0,0,0,0,0.000,0,0.000,62488,0.000,6,1,-5,True,False,False,False,True
1,20,2020,1,1,8,4,0,1,1,2,88,0,0,1,2,1,1,0,17.250,0,17.250,30000,17.100,6,2,-4,True,False,False,False,True
0,21,2020,1,1,3,4,0,1,1,1,100,0,0,1,1,0,0,0,14.700,0,15.150,62488,35.800,8,3,-5,True,False,False,False,True
