columna,importancia_sumada
promedio_ultima_matricula,0.5743424060971218
anio_ciclo_est,0.26249258743029935
programa,0.13135166376361299
num_periodo_acad_matric,0.11727156727762006
edad_en_ingreso,0.07883037806433975
anio_ingreso,0.07342226643460568
sexo,0.041352075348582235
ultimo_periodo_matriculado,0.0
